metID,metName,metFormula,metComp
2agpe161_c,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)","C21H42NO7P1",c
2agpe180_c,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)","C23H48NO7P1",c
2agpe181_c,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)","C23H46NO7P1",c
2agpg120_c,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)","C18H36O9P1",c
2agpg140_c,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)","C20H40O9P1",c
2agpg141_c,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)","C20H38O9P1",c
2agpg160_c,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)","C22H44O9P1",c
2agpg161_c,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)","C22H42O9P1",c
2agpg180_c,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)","C24H48O9P1",c
2agpg181_c,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)","C24H46O9P1",c
2ahbut_c,"(S)-2-Aceto-2-hydroxybutanoate","C6H9O4",c
2aobut_c,"L-2-amino-3-oxobutanoic acid","C4H7NO3",c
2dda7p_c,"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate","C7H10O10P",c
2ddecg3p_c,"2-dodecanoyl-sn-glycerol 3-phosphate","C15H30O7P1",c
2ddg6p_c,"2-Dehydro-3-deoxy-D-gluconate 6-phosphate","C6H8O9P",c
2ddglcn_c,"2-Dehydro-3-deoxy-D-gluconate","C6H9O6",c
2dhp_c,"2-Dehydropantoate","C6H9O4",c
2dmmq8_c,"2-Demethylmenaquinone 8","C50H70O2",c
2dr1p_c,"2-Deoxy-D-ribose 1-phosphate","C5H9O7P",c
2dr5p_c,"2-deoxy-D-ribose 5-phosphate(2-)","C5H9O7P",c
2h3oppan_c,"2-Hydroxy-3-oxopropanoate","C3H3O4",c
2hdec9eg3p_c,"2-hexadec-9-enoyl-sn-glycerol 3-phosphate","C19H36O7P1",c
2hdecg3p_c,"2-hexadecanoyl-sn-glycerol 3-phosphate","C19H38O7P1",c
2ippm_c,"2-Isopropylmaleate","C7H8O4",c
2maacoa_c,"2-methylacetoacetyl-CoA(4-)","C26H38N7O18P3S",c
2mahmp_c,"2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate","C6H8N3O7P2",c
2mbcoa_c,"2-methylbutanoyl-CoA(4-)","C26H40N7O17P3S",c
2mbutACP_c,"2-methylbutanoyl-ACP,2-methylbutyryl-ACP","C16H29N2O8PRS",c
2me4p_c,"2-C-methyl-D-erythritol 4-phosphate","C5H11O7P",c
2mecdp_c,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate","C5H10O9P2",c
2mnptl_c,"2-Methylnaphthalene","C11H10",c
2mop_c,"2-methyl-3-oxopropanoate","C4H5O3",c
2mpropACP_c,"2-methylpropionyl-ACP,isobutyryl-ACP","C15H27N2O8PRS",c
2obut_c,"2-Oxobutanoate","C4H5O3",c
2odec11eg3p_c,"2-octadec-11-enoyl-sn-glycerol 3-phosphate","C21H40O7P1",c
2odecg3p_c,"2-octadecanoyl-sn-glycerol 3-phosphate","C21H42O7P1",c
2ohph_c,"2-Octaprenyl-6-hydroxyphenol","C46H70O2",c
2ombzl_c,"2-Octaprenyl-6-methoxy-1,4-benzoquinol","C47H72O3",c
2omhmbl_c,"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol","C48H74O4",c
2ommbl_c,"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol","C48H74O3",c
2omph_c,"2-Octaprenyl-6-methoxyphenol","C47H72O2",c
2oph_c,"2-Octaprenylphenol","C46H70O",c
2p4c2me_c,"2-phospho-4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol","C14H22N3O17P3",c
2pg_c,"D-Glycerate 2-phosphate","C3H4O7P",c
2pglyc_c,"2-phosphonatoglycolate(3-)","C2H2O6P",c
2tdec7eg3p_c,"2-tetradec-7-enoyl-sn-glycerol 3-phosphate","C17H32O7P1",c
2tdecg3p_c,"2-tetradecanoyl-sn-glycerol 3-phosphate","C17H34O7P1",c
34hpp_c,"3-(4-hydroxyphenyl)pyruvate","C9H7O4",c
3c2hmp_c,"3-Carboxy-2-hydroxy-4-methylpentanoate","C7H10O5",c
3c3hmp_c,"3-Carboxy-3-hydroxy-4-methylpentanoate","C7H10O5",c
3c4mop_c,"3-Carboxy-4-methyl-2-oxopentanoate","C7H8O5",c
3dhq_c,"3-Dehydroquinate","C7H9O6",c
3dhsk_c,"3-Dehydroshikimate","C7H7O5",c
3h3mop_c,"(R)-3-Hydroxy-3-methyl-2-oxopentanoate","C6H9O4",c
3haACP_c,"(3R)-3-Hydroxyacyl-[acyl-carrier protein]","C15H27N2O9PRS",c
3hadpcoa_c,"(3S)-3-Hydroxyadipyl-CoA","C27H39N7O20P3S",c
3hbcoa_c,"(S)-3-hydroxybutanoyl-CoA(4-)","C25H38N7O18P3S",c
3hdcoa_c,"(S)-3-Hydroxydecanoyl-CoA","C31H50N7O18P3S",c
3hddcoa_c,"(S)-3-Hydroxydodecanoyl-CoA","C33H54N7O18P3S",c
3hddecACP_c,"(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]","C23H43N2O9PRS",c
3hdecACP_c,"(R)-3-Hydroxydecanoyl-[acyl-carrier protein]","C21H39N2O9PRS",c
3hhcoa_c,"(S)-3-Hydroxyhexanoyl-CoA","C27H42N7O18P3S",c
3hhdcoa_c,"(S)-3-Hydroxyhexadecanoyl-CoA","C37H62N7O18P3S",c
3hhexACP_c,"(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]","C17H31N2O9PRS",c
3hmbcoa_c,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-)","C26H40N7O18P3S",c
3hmp_c,"3-hydroxy-2-methylpropanoate","C4H7O3",c
3hmrsACP_c,"(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]","C25H47N2O9PRS",c
3hocoa_c,"(S)-3-Hydroxyoctanoyl-CoA","C29H46N7O18P3S",c
3hoctACP_c,"(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]","C19H35N2O9PRS",c
3hoctaACP_c,"(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]","C29H55N2O9PRS",c
3hpalmACP_c,"R-3-hydroxypalmitoyl-[acyl-carrier protein]","C27H51N2O9PRS",c
3htdcoa_c,"(S)-3-Hydroxytetradecanoyl-CoA","C35H58N7O18P3S",c
3ig3p_c,"C-(3-Indolyl)-glycerol 3-phosphate","C11H12NO6P",c
3mb2coa_c,"3-methylbut-2-enoyl-CoA(4-)","C26H38N7O17P3S",c
3mbutACP_c,"3-methylbutanoyl-ACP,isovaleryl-ACP","C16H29N2O8PRS",c
3mgcoa_c,"trans-3-methylglutaconyl-CoA(5-)","C27H37N7O19P3S",c
3mob_c,"3-methyl-2-oxobutanoate","C5H7O3",c
3mop_c,"3-methyl-2-oxopentanoate","C6H9O3",c
3odcoa_c,"3-Oxodecanoyl-CoA","C31H48N7O18P3S",c
3oddcoa_c,"3-Oxododecanoyl-CoA","C33H52N7O18P3S",c
3oddecACP_c,"3-Oxododecanoyl-[acyl-carrier protein]","C23H41N2O9PRS",c
3odecACP_c,"3-Oxodecanoyl-[acyl-carrier protein]","C21H37N2O9PRS",c
3ohcoa_c,"3-Oxohexanoyl-CoA","C27H40N7O18P3S",c
3ohdcoa_c,"3-oxopalmitoyl-CoA(4-)","C37H60N7O18P3S",c
3ohexACP_c,"3-Oxohexanoyl-[acyl-carrier protein]","C17H29N2O9PRS",c
3omrsACP_c,"3-Oxotetradecanoyl-[acyl-carrier protein]","C25H45N2O9PRS",c
3oocoa_c,"3-Oxooctanoyl-CoA","C29H44N7O18P3S",c
3ooctACP_c,"3-Oxooctanoyl-[acyl-carrier protein]","C19H33N2O9PRS",c
3ooctdACP_c,"3-Oxooctadecanoyl-[acyl-carrier protein]","C29H53N2O9PRS",c
3opalmACP_c,"3-Oxohexadecanoyl-[acyl-carrier protein]","C27H49N2O9PRS",c
3ophb_c,"3-Octaprenyl-4-hydroxybenzoate","C47H69O3",c
3otdcoa_c,"3-Oxotetradecanoyl-CoA","C35H56N7O18P3S",c
3pg_c,"3-Phospho-D-glycerate","C3H4O7P",c
3php_c,"3-phosphonatooxypyruvate(3-)","C3H2O7P",c
3psme_c,"5-O-(1-Carboxyvinyl)-3-phosphoshikimate","C10H9O10P",c
4abut_c,"4-Aminobutanoate","C4H9NO2",c
4abut_e,"4-Aminobutanoate","C4H9NO2",e
4abutn_c,"4-Aminobutanal","C4H10NO",c
4ahmmp_c,"4-Amino-5-hydroxymethyl-2-methylpyrimidine","C6H9N3O",c
4ampm_c,"4-Amino-2-methyl-5-phosphomethylpyrimidine","C6H8N3O4P",c
4c2me_c,"4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol","C14H23N3O14P2",c
4h2oglt_c,"4-hydroxy-2-oxoglutarate(2-)","C5H4O6",c
4hba_c,"4-Hydroxy-benzyl alcohol","C7H8O2",c
4hbz_c,"4-hydroxybenzoate","C7H5O3",c
4hthdp_c,"4-hydroxy-tetrahydrodipicolinate","C7H7NO5",c
4hthr_c,"4-Hydroxy-L-threonine","C4H9NO4",c
4m3hhexACP_c,"4-methyl-3-hydroxy-hexanoyl-ACP","C18H33N2O9PRS",c
4m3hpentACP_c,"4-methyl-3-hydroxy-pentanoyl-ACP","C17H31N2O9PRS",c
4m3ohexACP_c,"4-methyl-3-oxo-hexanoyl-ACP","C18H31N2O9PRS",c
4m3opentACP_c,"4-methyl-3-oxo-pentanoyl-ACP","C17H29N2O9PRS",c
4mhetz_c,"4-Methyl-5-(2-hydroxyethyl)-thiazole","C6H9NOS",c
4mhexACP_c,"4-methyl-hexanoyl-ACP","C18H33N2O8PRS",c
4mop_c,"4-methyl-2-oxopentanoate","C6H9O3",c
4mpentACP_c,"4-methyl-pentanoyl-ACP","C17H31N2O8PRS",c
4mpetz_c,"4-Methyl-5-(2-phosphoethyl)-thiazole","C6H8NO4PS",c
4mthex2eACP_c,"4-methyl-trans-hex-2-enoyl-ACP","C18H31N2O8PRS",c
4pasp_c,"4-Phospho-L-aspartate","C4H6NO7P",c
4ppan_c,"D-4-Phosphopantothenate","C9H15NO8P",c
4ppcys_c,"N-((R)-4-Phosphopantothenoyl)-L-cysteine","C12H20N2O9PS",c
5aizc_c,"5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate","C9H11N3O9P",c
5forthf_c,"5-Formiminotetrahydrofolate","C20H22N8O6",c
5fthf_c,"5-formyltetrahydrofolate(2-)","C20H21N7O7",c
5m3hhexACP_c,"5-methyl-3-hydroxy-hexanoyl-ACP","C18H33N2O9PRS",c
5m3ohexACP_c,"5-methyl-3-oxo-hexanoyl-ACP","C18H31N2O9PRS",c
5mdr1p_c,"5-Methylthio-5-deoxy-D-ribose 1-phosphate","C6H11O7PS",c
5mdru1p_c,"5-Methylthio-5-deoxy-D-ribulose 1-phosphate","C6H11O7PS",c
5mhexACP_c,"5-methyl-hexanoyl-ACP","C18H33N2O8PRS",c
5mta_c,"5-Methylthioadenosine","C11H15N5O3S",c
5mthex2eACP_c,"5-methyl-trans-hex-2-enoyl-ACP","C18H31N2O8PRS",c
5mthf_c,"5-Methyltetrahydrofolate","C20H24N7O6",c
5mthglu_c,"5_Methyltetrahydropteroyltri_L_glutamate","C25H34N8O12",c
5mtr_c,"5-Methylthio-D-ribose","C6H12O4S",c
5prdmbz_c,"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole","C14H17N2O7P",c
6m3hheptACP_c,"6-methyl-3-hydroxy-heptanoyl-ACP","C19H35N2O9PRS",c
6m3hocACP_c,"6-methyl-3-hydroxy-octanoyl-ACP","C20H37N2O9PRS",c
6m3oheptACP_c,"6-methyl-3-oxo-heptanoyl-ACP","C19H33N2O9PRS",c
6m3oocACP_c,"6-methyl-3-oxo-octanoyl-ACP","C20H35N2O9PRS",c
6mheptACP_c,"6-methyl-heptanoyl-ACP","C19H35N2O8PRS",c
6mocACP_c,"6-methyl-octanoyl-ACP","C20H37N2O8PRS",c
6mtoct2eACP_c,"6-methyl-trans-oct-2-enoyl-ACP","C20H35N2O8PRS",c
7a_czp_c,"7-Aminoclonazepam","C15H12ClN3O",c
7a_czp_e,"7-Aminoclonazepam","C15H12ClN3O",e
7m3hocACP_c,"7-methyl-3-hydroxy-octanoyl-ACP","C20H37N2O9PRS",c
7m3oocACP_c,"7-methyl-3-oxo-octanoyl-ACP","C20H35N2O9PRS",c
7mocACP_c,"7-methyl-octanoyl-ACP","C20H37N2O8PRS",c
7mtoct2eACP_c,"7-methyl-trans-oct-2-enoyl-ACP","C20H35N2O8PRS",c
8m3hdcaACP_c,"8-methyl-3-hydroxy-decanoyl-ACP","C22H41N2O9PRS",c
8m3hnonACP_c,"8-methyl-3-hydroxy-nonanoyl-ACP","C21H39N2O9PRS",c
8m3odcaACP_c,"8-methyl-3-oxo-decanoyl-ACP","C22H39N2O9PRS",c
8m3ononACP_c,"8-methyl-3-oxo-nonanoyl-ACP","C21H37N2O9PRS",c
8mdcaACP_c,"8-methyl-decanoyl-ACP","C22H41N2O8PRS",c
8mnonACP_c,"8-methyl-nonanoyl-ACP","C21H39N2O8PRS",c
8mtdec2eACP_c,"8-methyl-trans-dec-2-enoyl-ACP","C22H39N2O8PRS",c
9m3hdcaACP_c,"9-methyl-3-hydroxy-decanoyl-ACP","C22H41N2O9PRS",c
9m3odcaACP_c,"9-methyl-3-oxo-decanoyl-ACP","C22H39N2O9PRS",c
9mdcaACP_c,"9-methyl-decanoyl-ACP","C22H41N2O8PRS",c
9mtdec2eACP_c,"9-methyl-trans-dec-2-enoyl-ACP","C22H39N2O8PRS",c
ACP_c,"acyl carrier protein","C11H21N2O7PRS",c
HC01104_c,"4-nitrophenyl phosphate(2-)","C6H4NO6P",c
HC01434_c,"oxalatosuccinate(3-)","C6H3O7",c
Largn_c,"L-Arogenate","C10H12NO5",c
PGP_c,"Peptidoglycan polymer (n subunits)","C39H64N8O19X",c
PGPm1_c,"Peptidoglycan polymer (n-1 subunits)","X",c
aacald_c,"Aminoacetaldehyde","C2H6NO",c
aacoa_c,"Acetoacetyl-CoA","C25H36N7O18P3S",c
aact_c,"ammonioacetone","C3H8NO",c
ab6p3hxl_c,"D-arabino-6-Phospho-hex-3-ulose","C6H11O9P",c
abt_c,"L-arabinitol","C5H12O5",c
acACP_c,"Acetyl-ACP","C13H23N2O8PRS",c
ac_c,"Acetate","C2H3O2",c
ac_e,"Acetate","C2H3O2",e
acac_c,"Acetoacetate","C4H5O3",c
acald_c,"Acetaldehyde","C2H4O",c
acald_e,"Acetaldehyde","C2H4O",e
acbdma14gapuc_c,"N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D- glucosaminyldiphosphoundecaprenol","C71H116N2O17P2",c
accoa_c,"Acetyl-CoA","C23H34N7O17P3S",c
acgam1p_c,"N-Acetyl-D-glucosamine 1-phosphate","C8H14NO9P",c
acgam6p_c,"N-acetyl-D-glucosamine 6-phosphate(2-)","C8H14NO9P",c
acgam_c,"N-acetyl-D-glucosamine","C8H15NO6",c
achms_c,"O-Acetyl-L-homoserine","C6H11NO4",c
acmana_c,"N-acetyl-D-mannosamine","C8H15NO6",c
acmanap_c,"N-acetyl-D-mannosamine 6-phosphate(2-)","C8H14NO9P",c
acnam_c,"N-acetylneuraminate","C11H18NO9",c
acser_c,"O-Acetyl-L-serine","C5H9NO4",c
actACP_c,"Acetoacetyl-ACP","C15H25N2O9PRS",c
actn_R_c,"(R)-Acetoin","C4H8O2",c
actn_S_c,"(S)-Acetoin","C4H8O2",c
actp_c,"Acetyl phosphate","C2H3O5P",c
ade_c,"Adenine","C5H5N5",c
adn_c,"Adenosine","C10H13N5O4",c
adocbi_c,"Adenosyl cobinamide","C58H84CoN16O11",c
adocbip_c,"Adenosyl cobinamide phosphate","C58H83CoN16O14P",c
adocbl_c,"Adenosylcobalamin","C72H100CoN18O17P",c
adocbl_e,"Adenosylcobalamin","C72H100CoN18O17P",e
adp_c,"ADP","C10H12N5O10P2",c
adpglc_c,"ADP alpha-D-glucoside(2-)","C16H23N5O15P2",c
agdpcbi_c,"Adenosine-GDP-cobinamide","C68H95CoN21O21P2",c
agm_c,"agmatinium(2+)","C5H16N4",c
ahcys_c,"S-Adenosyl-L-homocysteine","C14H20N6O5S",c
ahdt_c,"7,8-dihydroneopterin 3-triphosphate(4-)","C9H12N5O13P3",c
ai17tca1_c,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted","C121H236O135P24",c
ai17tcaacgam_c,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine","C313H548N24O255P24",c
ai17tcaala_D_c,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted","C193H332N24O135P24",c
ai17tcaglc_c,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, glucose substituted","C265H476O255P24",c
aicar_c,"5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide","C9H13N4O8P",c
aihpdcoa_c,"fa12coa,Anteiso-C17:0 CoA   Anteisoheptadecanoyl-CoA","C38H64N7O17P3S",c
aipdcoa_c,"fa4coa,Anteiso-C15:0 CoA   Anteisopentadecanoyl-CoA","C36H60N7O17P3S",c
air_c,"5-amino-1-(5-phospho-D-ribosyl)imidazole","C8H12N3O7P",c
akg_c,"2-Oxoglutarate","C5H4O5",c
ala_D_c,"D-alanine","C3H7NO2",c
ala_L_c,"L-alanine","C3H7NO2",c
ala_L_e,"L-alanine","C3H7NO2",e
alaala_c,"D-Alanyl-D-alanine","C6H12N2O3",c
alaasp_c,"L-alanyl-L-aspartate","C7H11N2O5",c
alaasp_e,"L-alanyl-L-aspartate","C7H11N2O5",e
alac_S_c,"(S)-2-Acetolactate","C5H7O4",c
alagln_c,"L-alanyl-L-glutamine","C8H15N3O4",c
alagln_e,"L-alanyl-L-glutamine","C8H15N3O4",e
alaglu_c,"L-alanyl-L-glutamate","C8H13N2O5",c
alaglu_e,"L-alanyl-L-glutamate","C8H13N2O5",e
alagly_c,"L-alanylglycine","C5H10N2O3",c
alagly_e,"L-alanylglycine","C5H10N2O3",e
alahis_c,"L-alanyl-L-histidine","C9H14N4O3",c
alahis_e,"L-alanyl-L-histidine","C9H14N4O3",e
alaleu_c,"L-alanyl-L-leucine","C9H18N2O3",c
alaleu_e,"L-alanyl-L-leucine","C9H18N2O3",e
alathr_c,"L-alanyl-L-threonine","C7H14N2O4",c
alathr_e,"L-alanyl-L-threonine","C7H14N2O4",e
amet_c,"S-Adenosyl-L-methionine","C15H23N6O5S",c
ametam_c,"S-Adenosylmethioninamine","C14H24N6O3S",c
amp_c,"AMP","C10H12N5O7P",c
anzp_c,"7-Amino Nitrozepam","C15H13N3O",c
anzp_e,"7-Amino Nitrozepam","C15H13N3O",e
apoACP_c,"apoprotein [acyl carrier protein]","RHO",c
apoC_Lys_btn_c,"Holocarboxylase (biotin covalent bound to Lys residue of apoC)","C16H27N4O3SX",c
arab_L_c,"L-arabinose","C5H10O5",c
arab_L_e,"L-arabinose","C5H10O5",e
arg_L_c,"L-arginine","C6H15N4O2",c
arg_L_e,"L-arginine","C6H15N4O2",e
argsuc_c,"N(omega)-(L-Arginino)succinate","C10H17N4O6",c
arsenb_c,"Arsenobetaine","C5H12AsO2",c
arsenb_e,"Arsenobetaine","C5H12AsO2",e
asn_L_c,"L-asparagine","C4H8N2O3",c
aso3_c,"arsenite","AsO3",c
