rxnID,rxnName,rxnSubs,lb,ub,rxnEq,rxnS
3HAD120,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)",Fatty acid synthesis,0,1000,3hddecACP_c;h2o_c;tddec2eACP_c,-1;1;1
3HAD121,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)",Fatty acid synthesis,0,1000,3hcddec5eACP_c;h2o_c;t3c5ddeceACP_c,-1;1;1
3HAD12M14,"12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase",Fatty acid synthesis,0,1000,12m3hmyrsACP_c;12mtmrs2eACP_c;h2o_c,-1;1;1
3HAD13M14,"13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase",Fatty acid synthesis,0,1000,13m3hmyrsACP_c;13mtmrs2eACP_c;h2o_c,-1;1;1
3HAD140,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)",Fatty acid synthesis,0,1000,3hmrsACP_c;h2o_c;tmrs2eACP_c,-1;1;1
3HAD141,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)",Fatty acid synthesis,0,1000,3hcmrs7eACP_c;h2o_c;t3c7mrseACP_c,-1;1;1
3HAD14M16,"14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase",Fatty acid synthesis,0,1000,14m3hpalmACP_c;14mtpalm2eACP_c;h2o_c,-1;1;1
3HAD15M16,"15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase",Fatty acid synthesis,0,1000,15m3hpalmACP_c;15mtpalm2eACP_c;h2o_c,-1;1;1
3HAD160,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)",Fatty acid synthesis,0,1000,3hpalmACP_c;h2o_c;tpalm2eACP_c,-1;1;1
3HAD180,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)",Fatty acid synthesis,0,1000,3hoctaACP_c;h2o_c;toctd2eACP_c,-1;1;1
3HAD181,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)",Fatty acid synthesis,0,1000,3hcvac11eACP_c;h2o_c;t3c11vaceACP_c,-1;1;1
3HAD40,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)",Fatty acid synthesis,0,1000,3haACP_c;but2eACP_c;h2o_c,-1;1;1
3HAD4M6,"4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase",Fatty acid synthesis,0,1000,4m3hhexACP_c;4mthex2eACP_c;h2o_c,-1;1;1
3HAD5M6,"5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase",Fatty acid synthesis,0,1000,5m3hhexACP_c;5mthex2eACP_c;h2o_c,-1;1;1
3HAD60,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)",Fatty acid synthesis,0,1000,3hhexACP_c;h2o_c;thex2eACP_c,-1;1;1
3HAD6M8,"6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase",Fatty acid synthesis,0,1000,6m3hocACP_c;6mtoct2eACP_c;h2o_c,-1;1;1
3HAD7M8,"7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase",Fatty acid synthesis,0,1000,7m3hocACP_c;7mtoct2eACP_c;h2o_c,-1;1;1
3HAD80,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)",Fatty acid synthesis,0,1000,3hoctACP_c;h2o_c;toct2eACP_c,-1;1;1
3HAD8M10,"8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase",Fatty acid synthesis,0,1000,8m3hdcaACP_c;8mtdec2eACP_c;h2o_c,-1;1;1
3HAD9M10,"9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase",Fatty acid synthesis,0,1000,9m3hdcaACP_c;9mtdec2eACP_c;h2o_c,-1;1;1
3MOPt2r,"3-Methyl-2-oxopentanoate transport via proton symport reversible","Transport, extracellular",-1000,1000,3mop_c;3mop_e;h_c;h_e,1;-1;1;-1
3OAR100,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)",Fatty acid synthesis,-1000,1000,3hdecACP_c;3odecACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR10M11,"10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,10m3hundecACP_c;10m3oundecACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR10M12,"10-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,10m3hddcaACP_c;10m3oddcaACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR11M12,"11-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,11m3hddcaACP_c;11m3oddcaACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR120,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)",Fatty acid synthesis,-1000,1000,3hddecACP_c;3oddecACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR12M13,"12-methyl-3-oxo-tridecanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,12m3htridecACP_c;12m3otridecACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR12M14,"12-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,12m3hmyrsACP_c;12m3omyrsACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR13M14,"13-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,13m3hmyrsACP_c;13m3omyrsACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR140,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)",Fatty acid synthesis,-1000,1000,3hmrsACP_c;3omrsACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR14M15,"14-methyl-3-oxo-pentadecanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,14m3hpentdecACP_c;14m3opentdecACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR14M16,"14-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,14m3hpalmACP_c;14m3opalmACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR15M16,"15-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,15m3hpalmACP_c;15m3opalmACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR160,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)",Fatty acid synthesis,-1000,1000,3hpalmACP_c;3opalmACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR180,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)",Fatty acid synthesis,-1000,1000,3hoctaACP_c;3ooctdACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR40,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)",Fatty acid synthesis,-1000,1000,3haACP_c;actACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR4M5,"4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,4m3hpentACP_c;4m3opentACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR4M6,"4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,4m3hhexACP_c;4m3ohexACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR5M6,"5-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,5m3hhexACP_c;5m3ohexACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR60,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)",Fatty acid synthesis,-1000,1000,3hhexACP_c;3ohexACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR6M7,"6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,6m3hheptACP_c;6m3oheptACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR6M8,"6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,6m3hocACP_c;6m3oocACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR7M8,"7-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,7m3hocACP_c;7m3oocACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR80,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)",Fatty acid synthesis,-1000,1000,3hoctACP_c;3ooctACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR8M10,"8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,8m3hdcaACP_c;8m3odcaACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR8M9,"8-methyl-3-oxo-nonanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,8m3hnonACP_c;8m3ononACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR9M10,"9-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,9m3hdcaACP_c;9m3odcaACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAS100,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)",Fatty acid synthesis,0,1000,3odecACP_c;ACP_c;co2_c;h_c;malACP_c;ocACP_c,1;1;1;-1;-1;-1
3OAS10M11,"10-methyl-undecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,10mundecACP_c;12m3otridecACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS10M12,"10-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,10mddcaACP_c;12m3omyrsACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS11M12,"11-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,11mddcaACP_c;13m3omyrsACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS120,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)",Fatty acid synthesis,0,1000,3oddecACP_c;ACP_c;co2_c;dcaACP_c;h_c;malACP_c,1;1;1;-1;-1;-1
3OAS12M13,"12-methyl-tridecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,12mtridecACP_c;14m3opentdecACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS12M14,"12-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,12mmyrsACP_c;14m3opalmACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS13M14,"13-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,13mmyrsACP_c;15m3opalmACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS140,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)",Fatty acid synthesis,0,1000,3omrsACP_c;ACP_c;co2_c;ddcaACP_c;h_c;malACP_c,1;1;1;-1;-1;-1
3OAS160,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)",Fatty acid synthesis,0,1000,3opalmACP_c;ACP_c;co2_c;h_c;malACP_c;myrsACP_c,1;1;1;-1;-1;-1
3OAS180,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)",Fatty acid synthesis,0,1000,3ooctdACP_c;ACP_c;co2_c;h_c;malACP_c;palmACP_c,1;1;1;-1;-1;-1
3OAS2M3,"2-methylpropionyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,2mpropACP_c;4m3opentACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS3M4,"3-methylbutanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,3mbutACP_c;5m3ohexACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS4M3O6,"4-methyl-3-oxo-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,2mbutACP_c;4m3ohexACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS4M5,"4-methyl-pentanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,4mpentACP_c;6m3oheptACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS4M6,"4-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,4mhexACP_c;6m3oocACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS5M6,"5-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,5mhexACP_c;7m3oocACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS60,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)",Fatty acid synthesis,0,1000,3ohexACP_c;ACP_c;butACP_c;co2_c;h_c;malACP_c,1;1;-1;1;-1;-1
3OAS6M7,"6-methyl-heptanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,6mheptACP_c;8m3ononACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS6M8,"6-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,6mocACP_c;8m3odcaACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS7M8,"7-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,7mocACP_c;9m3odcaACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS80,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)",Fatty acid synthesis,0,1000,3ooctACP_c;ACP_c;co2_c;h_c;hexACP_c;malACP_c,1;1;1;-1;-1;-1
3OAS8M10,"8-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,10m3oddcaACP_c;8mdcaACP_c;ACP_c;co2_c;h_c;malACP_c,1;-1;1;1;-1;-1
3OAS8M9,"8-methyl-nonanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,10m3oundecACP_c;8mnonACP_c;ACP_c;co2_c;h_c;malACP_c,1;-1;1;1;-1;-1
3OAS9M10,"9-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,11m3oddcaACP_c;9mdcaACP_c;ACP_c;co2_c;h_c;malACP_c,1;-1;1;1;-1;-1
4ABZt2,"4-aminobenzoic acid transport via proton symport","Transport, extracellular",0,1000,4abz_c;4abz_e;h_c;h_e,1;-1;1;-1
4HBZt2,"4-Hydroxybenzoate transport via proton symport","Transport, extracellular",-1000,1000,4hbz_c;4hbz_e;h_c;h_e,1;-1;1;-1
4HTHRS,"4-Hydroxy-L-threonine synthase",Vitamin B6 metabolism,0,1000,4hthr_c;h2o_c;phthr_c;pi_c,1;-1;-1;1
5AIZCDC,"5aizc decarboxylase",Purine catabolism,0,1000,5aizc_c;air_c;co2_c;h_c,-1;1;1;-1
5DOAN,"5-deoxyadenosine nuclosidase",Arginine and proline metabolism,0,1000,5drib_c;ade_c;dad_5_c;h2o_c,1;1;-1;-1
5MTHCYST,"Methyltransferase",Methionine and cysteine metabolism,-1000,1000,5mthglu_c;ahcys_c;amet_c;h_c;thglu_c,-1;-1;1;-1;1
6PGALSZ,"6-phospho-beta-galactosidase",Galactose metabolism,-1000,1000,dgal6p_c;glc_D_c;h2o_c;lac6p_c,1;1;-1;-1
6PGALSZ2i,"6-phospho-beta-galactosidase",Galactose metabolism,-1000,1000,dgal6p_c;glc_bD_c;h2o_c;lac6p_c,1;1;-1;-1
AACOAT,"Acetoacetyl Coenzyme A:Acetate Coa-Transferase",Propanoate metabolism,0,1000,aacoa_c;acac_c;amp_c;atp_c;coa_c;ppi_c,1;-1;1;-1;-1;1
AACPS2,"acyl-[acyl-carrier-protein] synthetase  (n-C14:1)",Fatty acid synthesis,0,1000,ACP_c;amp_c;atp_c;ppi_c;tdeACP_c;ttdcea_c,-1;1;-1;1;1;-1
AACPS4,"acyl-[acyl-carrier-protein] synthetase  (n-C16:1)",Fatty acid synthesis,0,1000,ACP_c;amp_c;atp_c;hdcea_c;hdeACP_c;ppi_c,-1;1;-1;-1;1;1
AACPS6,"acyl-[acyl-carrier-protein] synthetase  (n-C18:0)",Fatty acid synthesis,0,1000,ACP_c;amp_c;atp_c;ocdcaACP_c;ocdca_c;ppi_c,-1;1;-1;1;-1;1
AACPS7,"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)",Fatty acid synthesis,0,1000,ACP_c;amp_c;atp_c;ddcaACP_c;ddca_c;ppi_c,-1;1;-1;1;-1;1
AACPS8,"acyl-[acyl-carrier-protein] synthetase  (n-C10:0)",Fatty acid synthesis,0,1000,ACP_c;amp_c;atp_c;dcaACP_c;dca_c;ppi_c,-1;1;-1;1;-1;1
ABTOXy,"L-arabinitol:NADP oxidoreductase",Pentose and glucuronate interconversions,-1000,1000,abt_c;arab_L_c;h_c;nadp_c;nadph_c,-1;1;1;-1;1
ACACT1r,"Acetyl Coenzyme A C-Acetyltransferase",Tryptophan metabolism,-1000,1000,aacoa_c;accoa_c;coa_c,1;-2;1
ACACT2r,"acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)",Fatty acid oxidation,-1000,1000,3ohcoa_c;accoa_c;btcoa_c;coa_c,1;-1;-1;1
ACACT3r,"acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)",Fatty acid oxidation,-1000,1000,3oocoa_c;accoa_c;coa_c;hxcoa_c,1;-1;1;-1
ACACT4r,"acetyl-CoA C-acyltransferase (octanoyl-CoA) (r)",Fatty acid oxidation,-1000,1000,3odcoa_c;accoa_c;coa_c;occoa_c,1;-1;1;-1
ACACT5r,"acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)",Fatty acid oxidation,-1000,1000,3oddcoa_c;accoa_c;coa_c;dcacoa_c,1;-1;1;-1
ACACT6r,"acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)",Fatty acid oxidation,-1000,1000,3otdcoa_c;accoa_c;coa_c;ddcacoa_c,1;-1;1;-1
ACACT7r,"acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r)",Fatty acid oxidation,-1000,1000,3ohdcoa_c;accoa_c;coa_c;tdcoa_c,1;-1;1;-1
ACALD,"acetaldehyde dehydrogenase (acetylating)",Pyruvate metabolism,-1000,1000,acald_c;accoa_c;coa_c;h_c;nad_c;nadh_c,-1;1;-1;1;-1;1
ACBIPGT,"Adenosyl cobinamide phosphate guanyltransferase",Vitamin B12 metabolism,0,1000,adocbip_c;agdpcbi_c;gtp_c;h_c;ppi_c,-1;1;-1;-1;1
ACCOAC,"Acetyl Coenzyme A Carboxylase",Fatty acid oxidation,0,1000,accoa_c;adp_c;atp_c;h_c;hco3_c;malcoa_c;pi_c,-1;1;-1;1;-1;1;1
ACCOAC2,"Acetyl-CoA carbolylase",Fatty acid oxidation,0,1000,accoa_c;adp_c;atp_c;co2_c;h2o_c;h_c;malcoa_c;pi_c,-1;1;-1;-1;-1;2;1;1
ACCOACL,"Acetyl-CoA:carbon-dioxide ligase (ADP-forming)",Pyruvate metabolism,0,1000,accoa_c;apoC_Lys_btn_c;btn_co2_c;malcoa_c,-1;1;-1;1
ACGAMPM,"Phosphoacetylglucosamine Mutase",Aminosugar metabolism,-1000,1000,acgam1p_c;acgam6p_c,1;-1
ACGAMT,"UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase",Cell wall biosynthesis,0,1000,uacgam_c;udcpp_c;ump_c;unaga_c,-1;-1;1;1
ACGApts,"N-Acetyl-D-glucosamine transport via PEP:Pyr PTS","Transport, extracellular",0,1000,acgam6p_c;acgam_e;pep_c;pyr_c,1;-1;-1;1
ACKr,"acetate kinase",Pyruvate metabolism,-1000,1000,ac_c;actp_c;adp_c;atp_c,-1;1;1;-1
ACLS_a,"pyruvatethiamin diphosphate acetaldehydetransferase","Valine, leucine, and isoleucine metabolism",0,1000,co2_c;h_c;hethmpp_c;pyr_c;thmpp_c,1;-1;1;-1;-1
ACM6PH,"N-acetylmuramate 6-phosphate hydrolase",Cell wall biosynthesis,0,1000,acgam6p_c;acmum6p_c;h2o_c;lac_D_c,1;-1;-1;1
ACNML,"N-Acetylneuraminate lyase",Aminosugar metabolism,0,1000,acmana_c;acnam_c;pyr_c,1;-1;1
ACOAAGPAT140,"myristoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1tdecg3p_c;coa_c;pa140_c;tdcoa_c,-1;1;1;-1
ACOAAGPAT160,"palmitoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1hdecg3p_c;coa_c;pa160_c;pmtcoa_c,-1;1;1;-1
ACOAAGPAT180,"stearoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1odecg3p_c;coa_c;pa180_c;stcoa_c,-1;1;1;-1
ACOAAGPATAI15,"anteisopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1aipdecg3p_c;aipdcoa_c;coa_c;h_c;paai15_c,-1;-1;1;1;1
ACOAAGPATAI17,"anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1aihpdecg3p_c;aihpdcoa_c;coa_c;paai17_c,-1;-1;1;1
ACOAAGPATI14,"isotetradecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1itdecg3p_c;coa_c;h_c;itdcoa_c;pai14_c,-1;1;1;-1;1
ACOAAGPATI15,"isopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1ipdecg3p_c;coa_c;h_c;ipdcoa_c;pai15_c,-1;1;1;-1;1
ACOAAGPATI16,"isohexadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1ihdecg3p_c;coa_c;h_c;ihdcoa_c;pai16_c,-1;1;1;-1;1
ACOAAGPATI17,"isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1ihpdecg3p_c;coa_c;ihpdcoa_c;pai17_c,-1;1;-1;1
ACOAD1,"acyl-CoA dehydrogenase (butanoyl-CoA)",Butanoate metabolism,-1000,1000,b2coa_c;btcoa_c;h_c;nad_c;nadh_c,-1;1;-1;1;-1
ACOAD20,"(S)-2-methylbutanoyl-CoA:oxygen 2,3-oxidoreductase","Valine, leucine, and isoleucine metabolism",0,1000,2mb2coa_c;2mbcoa_c;h2o_c;o2_c,2;-2;2;-1
ACOADH2,"acyl-CoA dehydrogenase (Isobutiryl-CoA)","Valine, leucine, and isoleucine metabolism",0,1000,2mp2coa_c;h2o_c;ibcoa_c;o2_c,2;2;-2;-1
ACOATA,"Acetyl Coenzyme A Acp Transacylase",Fatty acid oxidation,-1000,1000,ACP_c;acACP_c;accoa_c;coa_c,-1;1;-1;1
ACPS1,"acyl-carrier protein synthase",CoA synthesis,0,1000,ACP_c;apoACP_c;coa_c;h_c;pap_c,1;-1;-1;1;1
ACtr,"acetate transporter","Transport, extracellular",-1000,1000,ac_c;ac_e,1;-1
ADEt2,"adenine transport in via proton symport","Transport, extracellular",0,1000,ade_c;ade_e;h_c;h_e,1;-1;1;-1
ADK1,"Adenylate Kinase",Nucleotide interconversion,-1000,1000,adp_c;amp_c;atp_c,2;-1;-1
ADK2,"adenylate kinase (Inorganic triphosphate)",Nucleotide interconversion,-1000,1000,adp_c;amp_c;ppi_c;pppi_c,1;-1;1;-1
ADNCYC,"Adenylate Cyclase",Nucleotide interconversion,0,1000,atp_c;camp_c;ppi_c,-1;1;1
ADNt2,"adenosine transport in via proton symport","Transport, extracellular",0,1000,adn_c;adn_e;h_c;h_e,1;-1;1;-1
