metID,metName,metFormula,metComp
sIEC_asp_L_c,"L-Aspartic acid",C4H6NO4,c
sIEC_imp_c,"Inosinic acid",C10H11N4O8P,c
sIEC_Rtotal2coa_c,"R Total 2 Coenzyme A",CO2FULLR2C21H31N7O15P3S,c
sIEC_alpa_hs_c,"Lysophosphatidic Acid",C3H4O5PFULLRCO2,c
sIEC_pa_hs_c,"Phosphatidate",C3H5O4PFULLRCO2FULLR2CO2,c
sIEC_ahcys_c,"S-Adenosylhomocysteine",C14H20N6O5S,c
sIEC_hcys_L_c,"Homocysteine",C4H9NO2S,c
sIEC_ahcys_m,"S-Adenosylhomocysteine",C14H20N6O5S,m
sIEC_10fthf_c,"10-Formyltetrahydrofolate",C20H21N7O7,c
sIEC_fprica_c,"Phosphoribosyl formamidocarboxamide",C10H13N4O9P,c
sIEC_thf_c,"Tetrahydrofolic acid",C19H21N7O6,c
sIEC_air_c,"5-Aminoimidazole ribonucleotide",C8H12N3O7P,c
sIEC_5aizc_c,"5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate",C9H11N3O9P,c
sIEC_coa_m,"Coenzyme A",C21H32N7O16P3S,m
sIEC_nad_m,"NAD",C21H26N7O14P2,m
sIEC_co2_m,"Carbon dioxide",CO2,m
sIEC_nadh_m,"NADH",C21H27N7O14P2,m
sIEC_succoa_m,"Succinyl-CoA",C25H35N7O19P3S,m
sIEC_mal_L_c,"L-Malic acid",C4H4O5,c
sIEC_mal_L_m,"L-Malic acid",C4H4O5,m
sIEC_ala_D_c,"D-Alanine",C3H7NO2,c
sIEC_ala_D_e,"D-Alanine",C3H7NO2,e
sIEC_h_luI,"Hydrogen Ion",H,luI
sIEC_ala_L_luI,"L-Alanine",C3H7NO2,luI
sIEC_asn_L_c,"L-Asparagine",C4H8N2O3,c
sIEC_asn_L_luI,"L-Asparagine",C4H8N2O3,luI
sIEC_cys_L_c,"L-Cysteine",C3H7NO2S,c
sIEC_cys_L_e,"L-Cysteine",C3H7NO2S,e
sIEC_cys_L_luI,"L-Cysteine",C3H7NO2S,luI
sIEC_gln_L_c,"L-Glutamine",C5H10N2O3,c
sIEC_gln_L_e,"L-Glutamine",C5H10N2O3,e
sIEC_gly_c,"Glycine",C2H5NO2,c
sIEC_gly_e,"Glycine",C2H5NO2,e
sIEC_ala_D_luI,"D-Alanine",C3H7NO2,luI
sIEC_gln_L_luI,"L-Glutamine",C5H10N2O3,luI
sIEC_ile_L_c,"L-Isoleucine",C6H13NO2,c
sIEC_ile_L_e,"L-Isoleucine",C6H13NO2,e
sIEC_phe_L_c,"L-Phenylalanine",C9H11NO2,c
sIEC_phe_L_e,"L-Phenylalanine",C9H11NO2,e
sIEC_ser_L_c,"L-Serine",C3H7NO3,c
sIEC_ser_L_e,"L-Serine",C3H7NO3,e
sIEC_ser_L_luI,"L-Serine",C3H7NO3,luI
sIEC_h_m,"Hydrogen Ion",H,m
sIEC_gly_m,"Glycine",C2H5NO2,m
sIEC_thr_L_c,"L-Threonine",C4H9NO3,c
sIEC_thr_L_e,"L-Threonine",C4H9NO3,e
sIEC_thr_L_luI,"L-Threonine",C4H9NO3,luI
sIEC_arg_L_c,"L-Arginine",C6H15N4O2,c
sIEC_arg_L_e,"L-Arginine",C6H15N4O2,e
sIEC_h_e,"Hydrogen Ion",H,e
sIEC_lnlnca_luI,"Alpha-Linolenic acid",C18H29O2,luI
sIEC_lnlnca_c,"Alpha-Linolenic acid",C18H29O2,c
sIEC_crn_c,"L-Carnitine",C7H15NO3,c
sIEC_lnlncacoa_c,"Alpha-Linolenoyl-CoA",C39H60N7O17P3S,c
sIEC_lnlncacrn_c,"Alpha-linolenyl carnitine",C25H43NO4,c
sIEC_lnlncacrn_m,"Alpha-linolenyl carnitine",C25H43NO4,m
sIEC_crn_m,"L-Carnitine",C7H15NO3,m
sIEC_lnlncacoa_m,"Alpha-Linolenoyl-CoA",C39H60N7O17P3S,m
sIEC_amet_m,"S-Adenosylmethionine",C15H23N6O5S,m
sIEC_h2o_luI,"Water",H2O,luI
sIEC_strch1_luI,"""Starch, Structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})""",C66H112O56,luI
sIEC_glc_D_luI,"D-Glucose",C6H12O6,luI
sIEC_strch2_luI,"""Starch, Structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})""",C18H32O16,luI
sIEC_glygn2_luI,"""Glycogen, Structure 2 (Glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})""",C66H111O56X,luI
sIEC_glygn4_luI,"""Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})""",C18H31O16X,luI
sIEC_arachd_luI,"Arachidonic acid",C20H31O2,luI
sIEC_arachd_c,"Arachidonic acid",C20H31O2,c
sIEC_arach_luI,"Arachidic acid",C20H39O2,luI
sIEC_arachcoa_c,"Eicosanoyl-CoA",C41H70N7O17P3S,c
sIEC_arachcrn_c,"Eicosanoylcarnitine",C27H53NO4,c
sIEC_arachcrn_m,"Eicosanoylcarnitine",C27H53NO4,m
sIEC_arachcoa_m,"Eicosanoyl-CoA",C41H70N7O17P3S,m
sIEC_arg_L_luI,"L-Arginine",C6H15N4O2,luI
sIEC_orn_c,"Ornithine",C5H13N2O2,c
sIEC_urea_c,"Urea",CH4N2O,c
sIEC_h2o_m,"Water",H2O,m
sIEC_arg_L_m,"L-Arginine",C6H15N4O2,m
sIEC_urea_m,"Urea",CH4N2O,m
sIEC_orn_m,"Ornithine",C5H13N2O2,m
sIEC_argsuc_c,"Argininosuccinic acid",C10H17N4O6,c
sIEC_citr_L_c,"Citrulline",C6H13N3O3,c
sIEC_arachdcoa_c,"Arachidonyl-CoA",C41H62N7O17P3S,c
sIEC_arachdcrn_c,"C20:4 Carnitine",C27H45NO4,c
sIEC_arachdcrn_m,"C20:4 Carnitine",C27H45NO4,m
sIEC_arachdcoa_m,"Arachidonyl-CoA",C41H62N7O17P3S,m
sIEC_ascb_L_luI,"Ascorbic acid",C6H7O6,luI
sIEC_ascb_L_c,"Ascorbic acid",C6H7O6,c
sIEC_ascb_L_e,"Ascorbic acid",C6H7O6,e
sIEC_asn_L_e,"L-Asparagine",C4H8N2O3,e
sIEC_cbp_c,"Carbamoyl phosphate",CH2NO5P,c
sIEC_cbasp_c,"Ureidosuccinic acid",C5H6N2O5,c
sIEC_asp_D_c,"D-Aspartate",C4H6NO4,c
sIEC_asp_D_e,"D-Aspartate",C4H6NO4,e
sIEC_asp_D_luI,"D-Aspartate",C4H6NO4,luI
sIEC_k_c,"Potassium",K,c
sIEC_k_luI,"Potassium",K,luI
sIEC_asp_L_m,"L-Aspartic acid",C4H6NO4,m
sIEC_asp_L_e,"L-Aspartic acid",C4H6NO4,e
sIEC_pro_L_c,"L-Proline",C5H9NO2,c
sIEC_pro_L_e,"L-Proline",C5H9NO2,e
sIEC_oaa_m,"Oxalacetic acid",C4H2O5,m
sIEC_asp_L_luI,"L-Aspartic acid",C4H6NO4,luI
sIEC_adp_m,"ADP",C10H12N5O10P2,m
sIEC_pi_m,"Phosphate",HO4P,m
sIEC_atp_m,"Adenosine triphosphate",C10H12N5O13P3,m
sIEC_ala_B_luI,"beta-Alanine",C3H7NO2,luI
sIEC_ala_B_c,"beta-Alanine",C3H7NO2,c
sIEC_bglc_luI,"Beta-Glucans",C1200000H2200000O1100000,luI
sIEC_gchola_luI,"Glycocholic acid",C26H43NO6,luI
sIEC_glgchlo_luI,"Beta Glucan-Glycocholate Complex",C1200026H2200043NO1100006,luI
sIEC_tchola_luI,"Taurocholic acid",C26H45NO7S,luI
sIEC_gltcho_luI,"Beta Glucan-Taurocholic Acid Complex",C1200026H2200045NO1100007S,luI
sIEC_tdechola_luI,"Taurodeoxycholic acid",C26H44NO6S,luI
sIEC_gltdechol_luI,"Beta Glucan-Taurodeoxycholic Acid Complex",C1200026H2200044NO1100006S,luI
sIEC_bilglcur_r,"Mono(Glucosyluronic Acid)Bilirubin",C39H42N4O12,r
sIEC_udpglcur_r,"Uridine diphosphate glucuronic acid",C15H19N2O18P2,r
sIEC_udp_r,"Uridine 5'-diphosphate",C9H11N2O12P2,r
sIEC_bildglcur_r,"Bilirubin diglucuronide",C45H50N4O18,r
sIEC_bildglcur_c,"Bilirubin diglucuronide",C45H50N4O18,c
sIEC_bildglcur_luI,"Bilirubin diglucuronide",C45H50N4O18,luI
sIEC_bilglcur_c,"Mono(Glucosyluronic Acid)Bilirubin",C39H42N4O12,c
sIEC_bilglcur_luI,"Mono(Glucosyluronic Acid)Bilirubin",C39H42N4O12,luI
sIEC_biliverd_c,"Biliverdin",C33H32N4O6,c
sIEC_bilirub_c,"Bilirubin",C33H34N4O6,c
sIEC_bilirub_r,"Bilirubin",C33H34N4O6,r
sIEC_btn_c,"Biotin",C10H15N2O3S,c
sIEC_btn_luI,"Biotin",C10H15N2O3S,luI
sIEC_h_r,"Hydrogen Ion",H,r
sIEC_44mctr_r,"""4,4-Dimethylcholesta-8,14,24-trienol""",C29H46O,r
sIEC_nadph_r,"NADPH",C21H26N7O17P3,r
sIEC_44mzym_r,"""4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol""",C29H48O,r
sIEC_nadp_r,"NADP",C21H25N7O17P3,r
sIEC_pmtcoa_c,"Palmityl-CoA",C37H62N7O17P3S,c
sIEC_pmtcrn_c,"L-Palmitoylcarnitine",C23H45NO4,c
sIEC_pmtcoa_x,"Palmityl-CoA",C37H62N7O17P3S,x
sIEC_stcoa_c,"Stearoyl-CoA",C39H66N7O17P3S,c
sIEC_stcrn_c,"O-Octadecanoyl-R-Carnitine",C25H49NO4,c
sIEC_odecrn_c,"Oleoylcarnitine",C25H47NO4,c
sIEC_odecrn_m,"Oleoylcarnitine",C25H47NO4,m
sIEC_odecoa_c,"Oleoyl-CoA",C39H64N7O17P3S,c
sIEC_odecoa_m,"Oleoyl-CoA",C39H64N7O17P3S,m
sIEC_acrn_x,"L-Acetylcarnitine",C9H17NO4,x
sIEC_acrn_c,"L-Acetylcarnitine",C9H17NO4,c
sIEC_acrn_m,"L-Acetylcarnitine",C9H17NO4,m
sIEC_accoa_x,"Acetyl-CoA",C23H34N7O17P3S,x
sIEC_crn_x,"L-Carnitine",C7H15NO3,x
sIEC_coa_x,"Coenzyme A",C21H32N7O16P3S,x
sIEC_ppcoa_c,"Propionyl-CoA",C24H36N7O17P3S,c
sIEC_pcrn_c,"Propionylcarnitine",C10H19NO4,c
sIEC_4mzym_int1_r,"""4a-Carboxy-4b-methyl-5a-cholesta-8,24-dien-3b-ol""",C29H46O3,r
sIEC_4mzym_int2_r,"3-Keto-4-methylzymosterol",C28H44O,r
sIEC_co2_r,"Carbon dioxide",CO2,r
sIEC_zym_int2_r,"Zymosterol Intermediate 2",C27H42O,r
sIEC_zymst_r,"Zymosterol intermediate 2",C27H44O,r
sIEC_pcrn_m,"Propionylcarnitine",C10H19NO4,m
sIEC_c4crn_m,"Butyrylcarnitine",C11H21NO4,m
sIEC_btcoa_m,"Butyryl-CoA",C25H38N7O17P3S,m
sIEC_o2_r,"Oxygen",O2,r
sIEC_h2o_r,"Water",H2O,r
sIEC_c4crn_x,"Butyrylcarnitine",C11H21NO4,x
sIEC_c4crn_c,"Butyrylcarnitine",C11H21NO4,c
sIEC_btcoa_x,"Butyryl-CoA",C25H38N7O17P3S,x
sIEC_carn_c,"Carnosine",C9H14N4O3,c
sIEC_his_L_c,"L-Histidine",C6H9N3O2,c
sIEC_carn_luI,"Carnosine",C9H14N4O3,luI
sIEC_h2o2_x,"Hydrogen peroxide",H2O2,x
sIEC_o2_x,"Oxygen",O2,x
sIEC_h2o_x,"Water",H2O,x
sIEC_hco3_m,"Hydrogen carbonate",CHO3,m
sIEC_nh4_m,"Ammonia",H4N,m
sIEC_cbp_m,"Carbamoyl phosphate",CH2NO5P,m
sIEC_cdpchol_c,"Citicoline",C14H25N4O11P2,c
sIEC_dag_hs_c,"Diglyceride",C3H6OFULLRCO2FULLR2CO2,c
sIEC_cmp_c,"Cytidine monophosphate",C9H12N3O8P,c
sIEC_pchol_hs_c,"Phosphatidylcholine",C8H18NO4PFULLRCO2FULLR2CO2,c
sIEC_ctp_c,"Cytidine triphosphate",C9H12N3O14P3,c
sIEC_cholp_c,"Phosphorylcholine",C5H13NO4P,c
sIEC_chsterol_c,"Cholesterol",C27H46O,c
sIEC_chsterol_luI,"Cholesterol",C27H46O,luI
sIEC_cholate_luI,"Cholic acid",C24H39O5,luI
sIEC_cholate_c,"Cholic acid",C24H39O5,c
sIEC_Rtotalcoa_c,"R Total Coenzyme A",CO2FULLRC21H31N7O15P3S,c
sIEC_xolest2_hs_c,"Cholesterol Ester",C27H45FULLR2CO2,c
sIEC_xolest2_hs_luI,"Cholesterol Ester",C27H45FULLR2CO2,luI
sIEC_Rtotal_luI,"R Total",CO2FULLR,luI
sIEC_chol_c,"Choline",C5H14NO,c
sIEC_chol_e,"Choline",C5H14NO,e
sIEC_chol_luI,"Choline",C5H14NO,luI
sIEC_chsterol_r,"Cholesterol",C27H46O,r
sIEC_citr_L_m,"Citrulline",C6H13N3O3,m
sIEC_pep_m,"Phosphoenolpyruvic acid",C3H2O6P,m
sIEC_pep_c,"Phosphoenolpyruvic acid",C3H2O6P,c
sIEC_co2_e,"Carbon dioxide",CO2,e
sIEC_co_c,"Carbon monoxide",CO,c
sIEC_co_e,"Carbon monoxide",CO,e
sIEC_cpppg3_c,"Coproporphyrinogen III",C36H40N4O8,c
sIEC_pppg9_c,"Protoporphyrinogen IX",C34H38N4O4,c
sIEC_crn_luI,"L-Carnitine",C7H15NO3,luI
sIEC_crn_e,"L-Carnitine",C7H15NO3,e
sIEC_ppcoa_m,"Propionyl-CoA",C24H36N7O17P3S,m
sIEC_accoa_m,"Acetyl-CoA",C23H34N7O17P3S,m
sIEC_utp_c,"Uridine triphosphate",C9H11N2O15P3,c
sIEC_o2_m,"Oxygen",O2,m
sIEC_focytC_m,"Ferrocytochrome C",C42H54FeN8O6S2,m
sIEC_ficytC_m,"Ferricytochrome C",C42H54FeN8O6S2,m
sIEC_o2s_m,"Superoxide",O2,m
sIEC_q10h2_m,"QH2",C59H92O4,m
sIEC_q10_m,"Ubiquinone-1",C59H90O4,m
sIEC_cysam_luI,"Cysteamine",C2H8NS,luI
sIEC_o2_luI,"Oxygen",O2,luI
sIEC_hyptaur_luI,"Hypotaurine",C2H7NO2S,luI
sIEC_gthrd_c,"Glutathione",C10H16N3O6S,c
sIEC_gthox_c,"Oxidized glutathione",C20H30N6O12S2,c
sIEC_cyst_L_c,"L-Cystathionine",C7H14N2O4S,c
sIEC_2obut_c,"2-Ketobutyric acid",C4H5O3,c
sIEC_glu_L_e,"L-Glutamic acid",C5H8NO4,e
sIEC_cytd_c,"Cytidine",C9H13N3O5,c
sIEC_uri_c,"Uridine",C9H12N2O6,c
sIEC_cytd_e,"Cytidine",C9H13N3O5,e
sIEC_cytd_luI,"Cytidine",C9H13N3O5,luI
sIEC_cdp_c,"CDP",C9H12N3O11P2,c
sIEC_dcmp_c,"dCMP",C9H12N3O7P,c
sIEC_dctp_c,"dCTP",C9H12N3O13P3,c
sIEC_dcdp_c,"dCDP",C9H12N3O10P2,c
sIEC_udp_c,"Uridine 5'-diphosphate",C9H11N2O12P2,c
sIEC_q10_luI,"Ubiquinone-1",C59H90O4,luI
sIEC_q10_c,"Ubiquinone-1",C59H90O4,c
sIEC_pyr_m,"Pyruvic acid",C3H3O3,m
sIEC_dad_2_e,"Deoxyadenosine",C10H13N5O3,e
sIEC_dad_2_c,"Deoxyadenosine",C10H13N5O3,c
sIEC_dad_2_luI,"Deoxyadenosine",C10H13N5O3,luI
sIEC_dag_hs_luI,"Diglyceride",C3H6OFULLRCO2FULLR2CO2,luI
sIEC_ala_D_x,"D-Alanine",C3H7NO2,x
sIEC_pyr_x,"Pyruvic acid",C3H3O3,x
sIEC_nh4_x,"Ammonia",H4N,x
sIEC_dhdascb_c,"Dehydroascorbic acid",C6H6O6,c
sIEC_datp_c,"Deoxyadenosine triphosphate",C10H12N5O12P3,c
sIEC_datp_m,"Deoxyadenosine triphosphate",C10H12N5O12P3,m
sIEC_datp_n,"Deoxyadenosine triphosphate",C10H12N5O12P3,n
sIEC_dcyt_c,"Deoxycytidine",C9H13N3O4,c
sIEC_duri_c,"Deoxyuridine",C9H12N2O5,c
sIEC_dcyt_e,"Deoxycytidine",C9H13N3O4,e
sIEC_dcyt_luI,"Deoxycytidine",C9H13N3O4,luI
sIEC_Rtotal3coa_c,"R Total 3 Coenzyme A",CO2FULLR3C21H31N7O15P3S,c
sIEC_tag_hs_c,"Triglyceride",C3H5FULLRCO2FULLR2CO2FULLR3CO2,c
sIEC_dgmp_c,"2'-Deoxyguanosine 5'-monophosphate",C10H12N5O7P,c
sIEC_dgsn_m,"Deoxyguanosine",C10H13N5O4,m
sIEC_dgmp_m,"2'-Deoxyguanosine 5'-monophosphate",C10H12N5O7P,m
sIEC_dgsn_e,"Deoxyguanosine",C10H13N5O4,e
sIEC_dgsn_c,"Deoxyguanosine",C10H13N5O4,c
sIEC_dgsn_luI,"Deoxyguanosine",C10H13N5O4,luI
sIEC_dgtp_m,"dGTP",C10H12N5O13P3,m
sIEC_dgtp_n,"dGTP",C10H12N5O13P3,n
sIEC_dhdascb_e,"Dehydroascorbic acid",C6H6O6,e
sIEC_dhdascb_luI,"Dehydroascorbic acid",C6H6O6,luI
sIEC_dhap_c,"Dihydroxyacetone phosphate",C3H5O6P,c
sIEC_dhap_x,"Dihydroxyacetone phosphate",C3H5O6P,x
sIEC_dhap_m,"Dihydroxyacetone phosphate",C3H5O6P,m
sIEC_ddsmsterol_r,"7-Dehydrodesmosterol",C27H42O,r
sIEC_dsmsterol_r,"Desmosterol",C27H44O,r
sIEC_dhf_c,"Dihydrofolic acid",C19H19N7O6,c
sIEC_dhor_S_c,"""4,5-Dihydroorotic acid""",C5H5N2O4,c
sIEC_orot_c,"Orotic acid",C5H3N2O4,c
sIEC_56dura_c,"Dihydrouracil",C4H6N2O2,c
sIEC_cala_c,"Ureidopropionic acid",C4H7N2O3,c
sIEC_din_e,"Deoxyinosine",C10H12N4O4,e
sIEC_din_c,"Deoxyinosine",C10H12N4O4,c
sIEC_din_luI,"Deoxyinosine",C10H12N4O4,luI
sIEC_dkmpp_c,"""5-(methylthio)-2,3-Dioxopentyl phosphate""",C6H9O6PS,c
sIEC_2kmb_c,"2-Oxo-4-methylthiobutanoic acid",C5H7O3S,c
sIEC_for_c,"Formic acid",CH1O2,c
sIEC_dmpp_c,"Dimethylallylpyrophosphate",C5H9O7P2,c
sIEC_ipdp_c,"Isopentenyl pyrophosphate",C5H9O7P2,c
sIEC_grdp_c,"Geranyl-PP",C10H17O7P2,c
sIEC_5HPET_r,"5(S)-Hydroperoxyeicosatetraenoic acid",C20H31O4,r
sIEC_taur_c,"Taurine",C2H7NO3S,c
sIEC_dttp_m,"Thymidine 5'-triphosphate",C10H13N2O14P3,m
sIEC_dttp_n,"Thymidine 5'-triphosphate",C10H13N2O14P3,n
sIEC_pe_hs_r,"Phosphatidylethanolamine",C5H12NO4PFULLRCO2FULLR2CO2,r
sIEC_pmtcoa_r,"Palmityl-CoA",C37H62N7O17P3S,r
sIEC_dnad_c,"Nicotinic acid adenine dinucleotide",C21H24N6O15P2,c
sIEC_nicrnt_c,"Nicotinic acid mononucleotide",C11H12NO9P,c
sIEC_dpcoa_c,"Dephospho-CoA",C21H33N7O13P2S,c
sIEC_dpcoa_luI,"Dephospho-CoA",C21H33N7O13P2S,luI
sIEC_amp_luI,"Adenosine monophosphate",C10H12N5O7P,luI
sIEC_pan4p_luI,"Pantetheine 4'-phosphate",C11H21N2O7PS,luI
sIEC_5dpmev_c,"(S)-5-Diphosphomevalonic acid",C6H10O10P2,c
sIEC_dtmp_c,"5-Thymidylic acid",C10H13N2O8P,c
sIEC_dtdp_c,"dTDP",C10H13N2O11P2,c
sIEC_dtmp_m,"5-Thymidylic acid",C10H13N2O8P,m
sIEC_dtdp_m,"dTDP",C10H13N2O11P2,m
sIEC_dttp_c,"Thymidine 5'-triphosphate",C10H13N2O14P3,c
sIEC_ura_c,"Uracil",C4H4N2O2,c
sIEC_2dr1p_c,"Deoxyribose 1-phosphate",C5H9O7P,c
sIEC_duri_e,"Deoxyuridine",C9H12N2O5,e
sIEC_duri_luI,"Deoxyuridine",C9H12N2O5,luI
sIEC_dutp_c,"Deoxyuridine triphosphate",C9H11N2O14P3,c
sIEC_dump_c,"dUMP",C9H11N2O8P,c
sIEC_chlstol_r,"""5a-Cholesta-7,24-dien-3b-ol""",C27H44O,r
sIEC_2pg_c,"2-Phospho-D-glyceric acid",C3H4O7P,c
sIEC_tmndnc_luI,"Eicosapentaenoic acid",C20H29O2,luI
sIEC_tmndnc_c,"Eicosapentaenoic acid",C20H29O2,c
sIEC_4abut_luI,"gamma-Aminobutyric acid",C4H9NO2,luI
sIEC_avite1_luI,"Alpha-Tocopherol",C29H50O2,luI
sIEC_dchac_luI,"Deoxycholic acid",C24H39O4,luI
sIEC_fad_luI,"FAD",C27H31N9O15P2,luI
sIEC_glu_L_luI,"L-Glutamic acid",C5H8NO4,luI
sIEC_glyleu_luI,"Glycylleucine",C8H16N2O3,luI
sIEC_glyphe_luI,"Glycyl-Phenylalanine",C11H14N2O3,luI
sIEC_glypro_luI,"Glycylproline",C7H12N2O3,luI
sIEC_gum_luI,"Gums",C2760000H5060000O2530000,luI
sIEC_gumdchac_luI,"Guar Gum-Deoxyxholic Acid Complex",C2760024H5060039O2530004,luI
sIEC_gumgchol_luI,"Guar Gum-Glycocholate Complex",C2760026H5060043NO2530006,luI
sIEC_gumtchol_luI,"Guar Gum-Taurocholic Acid Complex",C2760026H5060045NO2530007S,luI
sIEC_hdca_luI,"Palmitic acid",C16H31O2,luI
sIEC_ile_L_luI,"L-Isoleucine",C6H13NO2,luI
sIEC_lac_L_luI,"L-Lactic acid",C3H5O3,luI
sIEC_lcts_luI,"Alpha-Lactose",C12H22O11,luI
sIEC_leuleu_luI,"Leucylleucine",C12H24N2O3,luI
sIEC_lnlc_luI,"Linoleic acid",C18H31O2,luI
sIEC_lnlncg_luI,"Gamma-Linolenic acid",C18H29O2,luI
sIEC_lys_L_luI,"L-Lysine",C6H15N2O2,luI
sIEC_met_L_luI,"L-Methionine",C5H11NO2S,luI
sIEC_nac_luI,"Nicotinic acid",C6H4NO2,luI
sIEC_ncam_luI,"Niacinamide",C6H6N2O,luI
sIEC_ocdcea_luI,"Oleic acid",C18H33O2,luI
sIEC_orn_luI,"Ornithine",C5H13N2O2,luI
sIEC_pchol_hs_luI,"Phosphatidylcholine",C8H18NO4PFULLRCO2FULLR2CO2,luI
sIEC_pect_luI,"Pectin",C2535H3509O2535,luI
