metID,metName,metFormula,metComp
15m3hpalmACP_c,"15-methyl-3-hydroxy-hexa-decanoyl-ACP","C28H53N2O9PRS",c
15m3opalmACP_c,"15-methyl-3-oxo-hexa-decanoyl-ACP","C28H51N2O9PRS",c
15mpalmACP_c,"15-methyl-hexa-decanoyl-ACP","C28H53N2O8PRS",c
15mtpalm2eACP_c,"15-methyl-trans-hexa-dec-2-enoyl-ACP","C28H51N2O8PRS",c
15phytn_c,"15-cis-Phytoene","C40H64",c
1aihpdecg3p_c,"1-anteisoheptadecanoyl-sn-glycerol 3-phosphate (14-methyl-hexadecanoyl, anteiso-C17)","C20H39O7P",c
1aipdecg3p_c,"1-anteisopentadecanoyl-sn-glycerol 3-phosphate (12-methyl-tetradecanoyl, anteiso-C15)","C18H36O7P",c
1ddecg3p_c,"1-acyl-sn-glycerol 3-phosphate(2-)","C15H29O7P1",c
1hdec9eg3p_c,"1-hexadec-9-enoyl-sn-glycerol 3-phosphate","C19H35O7P1",c
1hdecg3p_c,"1-hexadecanoyl-sn-glycerol 3-phosphate","C19H37O7P1",c
1ihdecg3p_c,"1-isohexadecanoyl-sn-glycerol 3-phosphate (14-methyl-pentadecanoyl, iso-C16)","C19H38O7P",c
1ihpdecg3p_c,"1-isoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17)","C20H39O7P",c
1ipdecg3p_c,"1-isopentadecanoyl-sn-glycerol 3-phosphate (13-methyl-tetradecanoyl, iso-C15)","C18H36O7P",c
1itdecg3p_c,"1-isotetradecanoyl-sn-glycerol 3-phosphate (12-methyl-tridecanoyl, iso-C14)","C17H34O7P",c
1odec11eg3p_c,"1-octadec-11-enoyl-sn-glycerol 3-phosphate","C21H39O7P1",c
1odecg3p_c,"1-octadecanoyl-sn-glycerol 3-phosphate","C21H41O7P1",c
1pyr5c_c,"1-Pyrroline-5-carboxylate","C5H6NO2",c
1tdec7eg3p_c,"1-tetradec-7-enoyl-sn-glycerol 3-phosphate","C17H31O7P1",c
1tdecg3p_c,"1-tetradecanoyl-sn-glycerol 3-phosphate","C17H33O7P1",c
23camp_c,"2,3-Cyclic AMP","C10H11N5O6P",c
23ccmp_c,"2,3-Cyclic CMP","C9H11N3O7P",c
23cgmp_c,"2,3-Cyclic GMP","C10H11N5O7P",c
23cump_c,"2,3-cyclic UMP(1-)","C9H10N2O8P",c
23dhdp_c,"2,3-Dihydrodipicolinate","C7H5NO4",c
25aics_c,"(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate","C13H15N4O12P",c
26dap_M_c,"meso-2,6-Diaminoheptanedioate","C7H14N2O4",c
26dap_M_e,"meso-2,6-Diaminoheptanedioate","C7H14N2O4",e
2dda7p_c,"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate","C7H10O10P",c
2ddg6p_c,"2-Dehydro-3-deoxy-D-gluconate 6-phosphate","C6H8O9P",c
2ddglcn_c,"2-Dehydro-3-deoxy-D-gluconate","C6H9O6",c
2ddglcn_e,"2-Dehydro-3-deoxy-D-gluconate","C6H9O6",e
2dhp_c,"2-Dehydropantoate","C6H9O4",c
2dmmq8_c,"2-Demethylmenaquinone 8","C50H70O2",c
2dmmq8_e,"2-Demethylmenaquinone 8","C50H70O2",e
2dmmql8_c,"2-Demethylmenaquinol 8","C50H72O2",c
2dr1p_c,"2-Deoxy-D-ribose 1-phosphate","C5H9O7P",c
2dr5p_c,"2-deoxy-D-ribose 5-phosphate(2-)","C5H9O7P",c
2h3oppan_c,"2-Hydroxy-3-oxopropanoate","C3H3O4",c
2hmc_c,"2-Hydroxymuconate","C6H4O5",c
2maacoa_c,"2-methylacetoacetyl-CoA(4-)","C26H38N7O18P3S",c
2mb2coa_c,"2-methylcrotonoyl-CoA(4-)","C26H38N7O17P3S",c
2mbcoa_c,"2-methylbutanoyl-CoA(4-)","C26H40N7O17P3S",c
2mbutACP_c,"2-methylbutanoyl-ACP,2-methylbutyryl-ACP","C16H29N2O8PRS",c
2me4p_c,"2-C-methyl-D-erythritol 4-phosphate","C5H11O7P",c
2mp2coa_c,"2-Methylprop-2-enoyl-CoA","C25H36N7O17P3S",c
2mpropACP_c,"2-methylpropionyl-ACP,isobutyryl-ACP","C15H27N2O8PRS",c
2obut_c,"2-Oxobutanoate","C4H5O3",c
2odecg3p_c,"2-octadecanoyl-sn-glycerol 3-phosphate","C21H42O7P1",c
2ohph_c,"2-Octaprenyl-6-hydroxyphenol","C46H70O2",c
2ombzl_c,"2-Octaprenyl-6-methoxy-1,4-benzoquinol","C47H72O3",c
2omhmbl_c,"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol","C48H74O4",c
2ommbl_c,"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol","C48H74O3",c
2omph_c,"2-Octaprenyl-6-methoxyphenol","C47H72O2",c
2oph_c,"2-Octaprenylphenol","C46H70O",c
2pg_c,"D-Glycerate 2-phosphate","C3H4O7P",c
2pglyc_c,"2-phosphonatoglycolate(3-)","C2H2O6P",c
2shchc_c,"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate","C11H10O6",c
34hpp_c,"3-(4-hydroxyphenyl)pyruvate","C9H7O4",c
3amp_c,"3-AMP(2-)","C10H12N5O7P",c
3cmp_c,"3-cmp","C9H12N3O8P",c
3dhgulnp_c,"3-keto-L-gulonate-6-phosphate","C6H8O10P",c
3gmp_c,"3-GMP","C10H12N5O8P",c
3haACP_c,"(3R)-3-Hydroxyacyl-[acyl-carrier protein]","C15H27N2O9PRS",c
3hcddec5eACP_c,"(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]","C23H41N2O9PRS",c
3hcmrs7eACP_c,"(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]","C25H45N2O9PRS",c
3hcvac11eACP_c,"(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]","C29H53N2O9PRS",c
3hddecACP_c,"(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]","C23H43N2O9PRS",c
3hdecACP_c,"(R)-3-Hydroxydecanoyl-[acyl-carrier protein]","C21H39N2O9PRS",c
3hhexACP_c,"(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]","C17H31N2O9PRS",c
3hmrsACP_c,"(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]","C25H47N2O9PRS",c
3hoctACP_c,"(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]","C19H35N2O9PRS",c
3hoctaACP_c,"(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]","C29H55N2O9PRS",c
3hpalmACP_c,"R-3-hydroxypalmitoyl-[acyl-carrier protein]","C27H51N2O9PRS",c
3ig3p_c,"C-(3-Indolyl)-glycerol 3-phosphate","C11H12NO6P",c
3mbutACP_c,"3-methylbutanoyl-ACP,isovaleryl-ACP","C16H29N2O8PRS",c
3mob_c,"3-methyl-2-oxobutanoate","C5H7O3",c
3mop_c,"3-methyl-2-oxopentanoate","C6H9O3",c
3mop_e,"3-methyl-2-oxopentanoate","C6H9O3",e
3odcoa_c,"3-Oxodecanoyl-CoA","C31H48N7O18P3S",c
3oddcoa_c,"3-Oxododecanoyl-CoA","C33H52N7O18P3S",c
3oddecACP_c,"3-Oxododecanoyl-[acyl-carrier protein]","C23H41N2O9PRS",c
3odecACP_c,"3-Oxodecanoyl-[acyl-carrier protein]","C21H37N2O9PRS",c
3ohcoa_c,"3-Oxohexanoyl-CoA","C27H40N7O18P3S",c
3ohdcoa_c,"3-oxopalmitoyl-CoA(4-)","C37H60N7O18P3S",c
3ohexACP_c,"3-Oxohexanoyl-[acyl-carrier protein]","C17H29N2O9PRS",c
3omrsACP_c,"3-Oxotetradecanoyl-[acyl-carrier protein]","C25H45N2O9PRS",c
3oocoa_c,"3-Oxooctanoyl-CoA","C29H44N7O18P3S",c
3ooctACP_c,"3-Oxooctanoyl-[acyl-carrier protein]","C19H33N2O9PRS",c
3ooctdACP_c,"3-Oxooctadecanoyl-[acyl-carrier protein]","C29H53N2O9PRS",c
3opalmACP_c,"3-Oxohexadecanoyl-[acyl-carrier protein]","C27H49N2O9PRS",c
3ophb_c,"3-Octaprenyl-4-hydroxybenzoate","C47H69O3",c
3otdcoa_c,"3-Oxotetradecanoyl-CoA","C35H56N7O18P3S",c
3pg_c,"3-Phospho-D-glycerate","C3H4O7P",c
3ump_c,"3-UMP(2-)","C9H11N2O9P",c
4abz_c,"4-Aminobenzoate","C7H6NO2",c
4abz_e,"4-Aminobenzoate","C7H6NO2",e
4c2me_c,"4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol","C14H23N3O14P2",c
4h2oglt_c,"4-hydroxy-2-oxoglutarate(2-)","C5H4O6",c
4hba_c,"4-Hydroxy-benzyl alcohol","C7H8O2",c
4hbz_c,"4-hydroxybenzoate","C7H5O3",c
4hbz_e,"4-hydroxybenzoate","C7H5O3",e
4hthr_c,"4-Hydroxy-L-threonine","C4H9NO4",c
4m3hhexACP_c,"4-methyl-3-hydroxy-hexanoyl-ACP","C18H33N2O9PRS",c
4m3hpentACP_c,"4-methyl-3-hydroxy-pentanoyl-ACP","C17H31N2O9PRS",c
4m3ohexACP_c,"4-methyl-3-oxo-hexanoyl-ACP","C18H31N2O9PRS",c
4m3opentACP_c,"4-methyl-3-oxo-pentanoyl-ACP","C17H29N2O9PRS",c
4mhexACP_c,"4-methyl-hexanoyl-ACP","C18H33N2O8PRS",c
4mop_c,"4-methyl-2-oxopentanoate","C6H9O3",c
4mpentACP_c,"4-methyl-pentanoyl-ACP","C17H31N2O8PRS",c
4mpetz_c,"4-Methyl-5-(2-phosphoethyl)-thiazole","C6H8NO4PS",c
4mthex2eACP_c,"4-methyl-trans-hex-2-enoyl-ACP","C18H31N2O8PRS",c
4pasp_c,"4-Phospho-L-aspartate","C4H6NO7P",c
4per_c,"4-Phospho-D-erythronate","C4H6O8P",c
4ppan_c,"D-4-Phosphopantothenate","C9H15NO8P",c
4ppcys_c,"N-((R)-4-Phosphopantothenoyl)-L-cysteine","C12H20N2O9PS",c
5aizc_c,"5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate","C9H11N3O9P",c
5dpmev_c,"(R)-5-Diphosphomevalonate","C6H10O10P2",c
5drib_c,"5-deoxyribose","C5H10O4",c
5fthf_c,"5-formyltetrahydrofolate(2-)","C20H21N7O7",c
5m3hhexACP_c,"5-methyl-3-hydroxy-hexanoyl-ACP","C18H33N2O9PRS",c
5m3ohexACP_c,"5-methyl-3-oxo-hexanoyl-ACP","C18H31N2O9PRS",c
5mhexACP_c,"5-methyl-hexanoyl-ACP","C18H33N2O8PRS",c
5mta_c,"5-Methylthioadenosine","C11H15N5O3S",c
5mthex2eACP_c,"5-methyl-trans-hex-2-enoyl-ACP","C18H31N2O8PRS",c
5mthf_c,"5-Methyltetrahydrofolate","C20H24N7O6",c
5mthglu_c,"5_Methyltetrahydropteroyltri_L_glutamate","C25H34N8O12",c
5mtr_c,"5-Methylthio-D-ribose","C6H12O4S",c
5pmev_c,"(R)-5-phosphonatomevalonate(3-)","C6H10O7P",c
5prdmbz_c,"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole","C14H17N2O7P",c
6m3hheptACP_c,"6-methyl-3-hydroxy-heptanoyl-ACP","C19H35N2O9PRS",c
6m3hocACP_c,"6-methyl-3-hydroxy-octanoyl-ACP","C20H37N2O9PRS",c
6m3oheptACP_c,"6-methyl-3-oxo-heptanoyl-ACP","C19H33N2O9PRS",c
6m3oocACP_c,"6-methyl-3-oxo-octanoyl-ACP","C20H35N2O9PRS",c
6mheptACP_c,"6-methyl-heptanoyl-ACP","C19H35N2O8PRS",c
6mocACP_c,"6-methyl-octanoyl-ACP","C20H37N2O8PRS",c
6mtoct2eACP_c,"6-methyl-trans-oct-2-enoyl-ACP","C20H35N2O8PRS",c
6pgc_c,"6-Phospho-D-gluconate","C6H10O10P",c
6pgg_c,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose","C12H21O14P",c
6pgl_c,"6-phospho-D-glucono-1,5-lactone","C6H9O9P",c
7m3hocACP_c,"7-methyl-3-hydroxy-octanoyl-ACP","C20H37N2O9PRS",c
7m3oocACP_c,"7-methyl-3-oxo-octanoyl-ACP","C20H35N2O9PRS",c
7mocACP_c,"7-methyl-octanoyl-ACP","C20H37N2O8PRS",c
7mtoct2eACP_c,"7-methyl-trans-oct-2-enoyl-ACP","C20H35N2O8PRS",c
8m3hdcaACP_c,"8-methyl-3-hydroxy-decanoyl-ACP","C22H41N2O9PRS",c
8m3hnonACP_c,"8-methyl-3-hydroxy-nonanoyl-ACP","C21H39N2O9PRS",c
8m3odcaACP_c,"8-methyl-3-oxo-decanoyl-ACP","C22H39N2O9PRS",c
8m3ononACP_c,"8-methyl-3-oxo-nonanoyl-ACP","C21H37N2O9PRS",c
8mdcaACP_c,"8-methyl-decanoyl-ACP","C22H41N2O8PRS",c
8mnonACP_c,"8-methyl-nonanoyl-ACP","C21H39N2O8PRS",c
8mtdec2eACP_c,"8-methyl-trans-dec-2-enoyl-ACP","C22H39N2O8PRS",c
9m3hdcaACP_c,"9-methyl-3-hydroxy-decanoyl-ACP","C22H41N2O9PRS",c
9m3odcaACP_c,"9-methyl-3-oxo-decanoyl-ACP","C22H39N2O9PRS",c
9mdcaACP_c,"9-methyl-decanoyl-ACP","C22H41N2O8PRS",c
9mtdec2eACP_c,"9-methyl-trans-dec-2-enoyl-ACP","C22H39N2O8PRS",c
ACP_c,"acyl carrier protein","C11H21N2O7PRS",c
CE5656_c,"lipoyl-AMP(1-)","C18H25N5O8PS2",c
HC00695_c,"S-Succinyldihydrolipoamide","C12H20NO4S2",c
Largn_c,"L-Arogenate","C10H12NO5",c
PGP_c,"Peptidoglycan polymer (n subunits)","C39H64N8O19X",c
PGPm1_c,"Peptidoglycan polymer (n-1 subunits)","X",c
aacoa_c,"Acetoacetyl-CoA","C25H36N7O18P3S",c
abt_c,"L-arabinitol","C5H12O5",c
acACP_c,"Acetyl-ACP","C13H23N2O8PRS",c
ac_c,"Acetate","C2H3O2",c
ac_e,"Acetate","C2H3O2",e
acac_c,"Acetoacetate","C4H5O3",c
acald_c,"Acetaldehyde","C2H4O",c
acbdma14gapuc_c,"N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D- glucosaminyldiphosphoundecaprenol","C71H116N2O17P2",c
accoa_c,"Acetyl-CoA","C23H34N7O17P3S",c
acgam1p_c,"N-Acetyl-D-glucosamine 1-phosphate","C8H14NO9P",c
acgam6p_c,"N-acetyl-D-glucosamine 6-phosphate(2-)","C8H14NO9P",c
acgam_c,"N-acetyl-D-glucosamine","C8H15NO6",c
acgam_e,"N-acetyl-D-glucosamine","C8H15NO6",e
achms_c,"O-Acetyl-L-homoserine","C6H11NO4",c
acmalt_c,"Acetyl-maltose","C14H24O12",c
acmana_c,"N-acetyl-D-mannosamine","C8H15NO6",c
acmanap_c,"N-acetyl-D-mannosamine 6-phosphate(2-)","C8H14NO9P",c
acmum6p_c,"N-acetylmuramate 6-phosphate","C11H17NO11P",c
acnam_c,"N-acetylneuraminate","C11H18NO9",c
acser_c,"O-Acetyl-L-serine","C5H9NO4",c
actACP_c,"Acetoacetyl-ACP","C15H25N2O9PRS",c
actp_c,"Acetyl phosphate","C2H3O5P",c
ade_c,"Adenine","C5H5N5",c
ade_e,"Adenine","C5H5N5",e
adhlam_c,"S-Acetyldihydrolipoamide","C10H19NO2S2",c
adn_c,"Adenosine","C10H13N5O4",c
adn_e,"Adenosine","C10H13N5O4",e
adocbi_c,"Adenosyl cobinamide","C58H84CoN16O11",c
adocbip_c,"Adenosyl cobinamide phosphate","C58H83CoN16O14P",c
adocbl_c,"Adenosylcobalamin","C72H100CoN18O17P",c
adocbl_e,"Adenosylcobalamin","C72H100CoN18O17P",e
adp_c,"ADP","C10H12N5O10P2",c
adpglc_c,"ADP alpha-D-glucoside(2-)","C16H23N5O15P2",c
adprib_c,"ADPribose","C15H21N5O14P2",c
agdpcbi_c,"Adenosine-GDP-cobinamide","C68H95CoN21O21P2",c
ahcys_c,"S-Adenosyl-L-homocysteine","C14H20N6O5S",c
ahcys_e,"S-Adenosyl-L-homocysteine","C14H20N6O5S",e
ai15tca1_c,"Anteisopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted","C117H228O135P24",c
ai15tcaala_D_c,"Anteisopentadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted","C189H324N24O135P24",c
ai15tcaglc_c,"Anteisopentadecanoyllipoteichoic acid (n=24), linked, glucose substituted","C261H468O255P24",c
ai17tca1_c,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted","C121H236O135P24",c
ai17tcaacgam_c,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine","C313H548N24O255P24",c
ai17tcaala_D_c,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted","C193H332N24O135P24",c
ai17tcaglc_c,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, glucose substituted","C265H476O255P24",c
aicar_c,"5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide","C9H13N4O8P",c
aihpdcoa_c,"fa12coa,Anteiso-C17:0 CoA   Anteisoheptadecanoyl-CoA","C38H64N7O17P3S",c
aipdcoa_c,"fa4coa,Anteiso-C15:0 CoA   Anteisopentadecanoyl-CoA","C36H60N7O17P3S",c
air_c,"5-amino-1-(5-phospho-D-ribosyl)imidazole","C8H12N3O7P",c
akg_c,"2-Oxoglutarate","C5H4O5",c
ala_D_c,"D-alanine","C3H7NO2",c
ala_D_e,"D-alanine","C3H7NO2",e
ala_L_c,"L-alanine","C3H7NO2",c
ala_L_e,"L-alanine","C3H7NO2",e
alaala_c,"D-Alanyl-D-alanine","C6H12N2O3",c
alaasp_c,"L-alanyl-L-aspartate","C7H11N2O5",c
alaasp_e,"L-alanyl-L-aspartate","C7H11N2O5",e
alagln_c,"L-alanyl-L-glutamine","C8H15N3O4",c
alagln_e,"L-alanyl-L-glutamine","C8H15N3O4",e
alaglu_c,"L-alanyl-L-glutamate","C8H13N2O5",c
alaglu_e,"L-alanyl-L-glutamate","C8H13N2O5",e
alagly_c,"L-alanylglycine","C5H10N2O3",c
alagly_e,"L-alanylglycine","C5H10N2O3",e
alahis_c,"L-alanyl-L-histidine","C9H14N4O3",c
alahis_e,"L-alanyl-L-histidine","C9H14N4O3",e
alaleu_c,"L-alanyl-L-leucine","C9H18N2O3",c
alaleu_e,"L-alanyl-L-leucine","C9H18N2O3",e
alathr_c,"L-alanyl-L-threonine","C7H14N2O4",c
alathr_e,"L-alanyl-L-threonine","C7H14N2O4",e
alpro_c,"S-Aminomethyldihydrolipoylprotein","CH6NS2X",c
amet_c,"S-Adenosyl-L-methionine","C15H23N6O5S",c
amet_e,"S-Adenosyl-L-methionine","C15H23N6O5S",e
amp_c,"AMP","C10H12N5O7P",c
amp_e,"AMP","C10H12N5O7P",e
apoACP_c,"apoprotein [acyl carrier protein]","RHO",c
apoC_Lys_btn_c,"Holocarboxylase (biotin covalent bound to Lys residue of apoC)","C16H27N4O3SX",c
arab_L_c,"L-arabinose","C5H10O5",c
arab_L_e,"L-arabinose","C5H10O5",e
arbt6p_c,"Arbutin 6-phosphate","C12H15O10P",c
arbt_e,"Arbutin","C12H16O7",e
arg_L_c,"L-arginine","C6H15N4O2",c
arg_L_e,"L-arginine","C6H15N4O2",e
ascb6p_c,"L-ascorbate-6-phosphate","C6H7O9P",c
asn_L_c,"L-asparagine","C4H8N2O3",c
asn_L_e,"L-asparagine","C4H8N2O3",e
aso3_c,"arsenite","AsO3",c
aso4_c,"arsenate","AsO4",c
asp_L_c,"L-aspartate","C4H6NO4",c
asp_L_e,"L-aspartate","C4H6NO4",e
aspsa_c,"L-Aspartate 4-semialdehyde","C4H7NO3",c
athr_L_c,"L-Allo-threonine","C4H9NO3",c
atp_c,"ATP","C10H12N5O13P3",c
b2coa_c,"crotonoyl-CoA(4-)","C25H36N7O17P3S",c
biomass_c,"Produced biomass","X",c
btal_c,"Butanal","C4H8O",c
btcoa_c,"Butanoyl-CoA","C25H38N7O17P3S",c
btn_c,"Biotin","C10H15N2O3S",c
btn_e,"Biotin","C10H15N2O3S",e
btn_co2_c,"Carboxybiotin-carboxyl-carrier protein","C17H26N4O5SX",c
btoh_c,"butanol","C4H10O",c
but2eACP_c,"But-2-enoyl-[acyl-carrier protein]","C15H25N2O8PRS",c
butACP_c,"Butyryl-ACP (n-C4:0ACP)","C15H27N2O8PRS",c
ca2_c,"calcium(2+)","Ca",c
ca2_e,"calcium(2+)","Ca",e
camp_c,"3,5-cyclic AMP(1-)","C10H11N5O6P",c
cbasp_c,"N-Carbamoyl-L-aspartate","C5H6N2O5",c
cbi_c,"Cobinamide","C48H72CoN11O8",c
cbp_c,"Carbamoyl phosphate","CH2NO5P",c
cd2_c,"Cadmium","Cd",c
cd2_e,"Cadmium","Cd",e
cdp_c,"CDP","C9H12N3O11P2",c
cdpdaihpdecg_c,"CDP-1,2-dianteisoheptadecanoylglycerol (14-methyl-hexadecanoyl, anteiso-C17)","C46H83N3O15P2",c
cdpdaipdecg_c,"CDP-1,2-dianteisopentadecanoylglycerol (12-methyl-tetradecanoyl, anteiso-C15)","C42H75N3O15P2",c
cdpdddecg_c,"CDP-1,2-didodecanoylglycerol","C36H63N3O15P2",c
cdpdhdec9eg_c,"CDP-1,2-dihexadec-9-enoylglycerol","C44H75N3O15P2",c
cdpdhdecg_c,"CDP-1,2-dihexadecanoylglycerol","C44H79N3O15P2",c
cdpdihdecg_c,"CDP-1,2-diisohexadecanoylglycerol (14-methyl-pentadecanoyl, iso-C16)","C44H79N3O15P2",c
cdpdihpdecg_c,"CDP-1,2-diisoheptadecanoylglycerol (15-methyl-hexadecanoyl, iso-C17)","C46H83N3O15P2",c
cdpdipdecg_c,"CDP-1,2-diisopentadecanoylglycerol (13-methyl-tetradecanoyl, iso-C15)","C42H75N3O15P2",c
cdpditdecg_c,"CDP-1,2-diisotetradecanoylglycerol (12-methyl-tridecanoyl, iso-C14)","C40H71N3O15P2",c
cdpdodec11eg_c,"CDP-1,2-dioctadec-11-enoylglycerol","C48H83N3O15P2",c
cdpdodecg_c,"CDP-1,2-dioctadecanoylglycerol","C48H87N3O15P2",c
cdpdtdec7eg_c,"CDP-1,2-ditetradec-7-enoylglycerol","C40H67N3O15P2",c
cdpdtdecg_c,"CDP-1,2-ditetradecanoylglycerol","C40H71N3O15P2",c
cdpglyc_c,"CDPglycerol","C12H19N3O13P2",c
cellb_c,"cellobiose","C12H22O11",c
cellb_e,"cellobiose","C12H22O11",e
cgly_c,"L-cysteinylglycine","C5H10N2O3S",c
cgly_e,"L-cysteinylglycine","C5H10N2O3S",e
chol_c,"Choline","C5H14NO",c
chols_c,"Choline sulfate","C5H13NO4S",c
chor_c,"chorismate","C10H8O6",c
chor_e,"chorismate","C10H8O6",e
chsterol_c,"cholesterol","C27H46O",c
chsterol_e,"cholesterol","C27H46O",e
