rxnID,rxnName,rxnSubs,lb,ub,rxnEq,rxnS
3OAR140,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)",Fatty acid synthesis,-1000,1000,3hmrsACP_c;3omrsACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR14M15,"14-methyl-3-oxo-pentadecanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,14m3hpentdecACP_c;14m3opentdecACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR14M16,"14-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,14m3hpalmACP_c;14m3opalmACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR15M16,"15-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,15m3hpalmACP_c;15m3opalmACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR160,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)",Fatty acid synthesis,-1000,1000,3hpalmACP_c;3opalmACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR180,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)",Fatty acid synthesis,-1000,1000,3hoctaACP_c;3ooctdACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR40,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)",Fatty acid synthesis,-1000,1000,3haACP_c;actACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR4M5,"4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,4m3hpentACP_c;4m3opentACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR4M6,"4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,4m3hhexACP_c;4m3ohexACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR5M6,"5-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,5m3hhexACP_c;5m3ohexACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR60,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)",Fatty acid synthesis,-1000,1000,3hhexACP_c;3ohexACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR6M7,"6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,6m3hheptACP_c;6m3oheptACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR6M8,"6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,6m3hocACP_c;6m3oocACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR7M8,"7-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,7m3hocACP_c;7m3oocACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR80,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)",Fatty acid synthesis,-1000,1000,3hoctACP_c;3ooctACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR8M10,"8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,8m3hdcaACP_c;8m3odcaACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR8M9,"8-methyl-3-oxo-nonanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,8m3hnonACP_c;8m3ononACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAR9M10,"9-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase",Fatty acid synthesis,-1000,1000,9m3hdcaACP_c;9m3odcaACP_c;h_c;nadp_c;nadph_c,1;-1;-1;1;-1
3OAS100,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)",Fatty acid synthesis,0,1000,3odecACP_c;ACP_c;co2_c;h_c;malACP_c;ocACP_c,1;1;1;-1;-1;-1
3OAS10M11,"10-methyl-undecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,10mundecACP_c;12m3otridecACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS10M12,"10-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,10mddcaACP_c;12m3omyrsACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS11M12,"11-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,11mddcaACP_c;13m3omyrsACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS120,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)",Fatty acid synthesis,0,1000,3oddecACP_c;ACP_c;co2_c;dcaACP_c;h_c;malACP_c,1;1;1;-1;-1;-1
3OAS12M13,"12-methyl-tridecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,12mtridecACP_c;14m3opentdecACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS12M14,"12-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,12mmyrsACP_c;14m3opalmACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS13M14,"13-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,13mmyrsACP_c;15m3opalmACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS140,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)",Fatty acid synthesis,0,1000,3omrsACP_c;ACP_c;co2_c;ddcaACP_c;h_c;malACP_c,1;1;1;-1;-1;-1
3OAS160,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)",Fatty acid synthesis,0,1000,3opalmACP_c;ACP_c;co2_c;h_c;malACP_c;myrsACP_c,1;1;1;-1;-1;-1
3OAS180,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)",Fatty acid synthesis,0,1000,3ooctdACP_c;ACP_c;co2_c;h_c;malACP_c;palmACP_c,1;1;1;-1;-1;-1
3OAS2M3,"2-methylpropionyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,2mpropACP_c;4m3opentACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS3M4,"3-methylbutanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,3mbutACP_c;5m3ohexACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS4M3O6,"4-methyl-3-oxo-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,2mbutACP_c;4m3ohexACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS4M5,"4-methyl-pentanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,4mpentACP_c;6m3oheptACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS4M6,"4-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,4mhexACP_c;6m3oocACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS5M6,"5-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,5mhexACP_c;7m3oocACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS60,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)",Fatty acid synthesis,0,1000,3ohexACP_c;ACP_c;butACP_c;co2_c;h_c;malACP_c,1;1;-1;1;-1;-1
3OAS6M7,"6-methyl-heptanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,6mheptACP_c;8m3ononACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS6M8,"6-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,6mocACP_c;8m3odcaACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS7M8,"7-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,7mocACP_c;9m3odcaACP_c;ACP_c;co2_c;h_c;malACP_c,-1;1;1;1;-1;-1
3OAS80,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)",Fatty acid synthesis,0,1000,3ooctACP_c;ACP_c;co2_c;h_c;hexACP_c;malACP_c,1;1;1;-1;-1;-1
3OAS8M10,"8-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,10m3oddcaACP_c;8mdcaACP_c;ACP_c;co2_c;h_c;malACP_c,1;-1;1;1;-1;-1
3OAS8M9,"8-methyl-nonanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,10m3oundecACP_c;8mnonACP_c;ACP_c;co2_c;h_c;malACP_c,1;-1;1;1;-1;-1
3OAS9M10,"9-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)",Fatty acid synthesis,0,1000,11m3oddcaACP_c;9mdcaACP_c;ACP_c;co2_c;h_c;malACP_c,1;-1;1;1;-1;-1
4HTHDR,"4-hydroxy-tetrahydrodipicolinate reductase",Lysine metabolism,-1000,1000,4hthdp_c;h2o_c;h_c;nad_c;nadh_c;thdp_c,-1;1;-1;1;-1;1
4HTHDS,"4-hydroxy-tetrahydrodipicolinate synthase",Lysine metabolism,-1000,1000,4hthdp_c;aspsa_c;h2o_c;h_c;pyr_c,1;-1;1;1;-1
4HTHRS,"4-Hydroxy-L-threonine synthase",Vitamin B6 metabolism,0,1000,4hthr_c;h2o_c;phthr_c;pi_c,1;-1;-1;1
4NTPPH2,"4-Nitrophenyl phosphate phosphohydrolase",Aminobenzoate degradation,0,1000,HC01104_c;h2o_c;h_c;pi_c;pnp_c,-1;-1;1;1;1
5AIZCDC,"5aizc decarboxylase",Purine catabolism,0,1000,5aizc_c;air_c;co2_c;h_c,-1;1;1;-1
5MTHCYST,"Methyltransferase",Methionine and cysteine metabolism,-1000,1000,5mthglu_c;ahcys_c;amet_c;h_c;thglu_c,-1;-1;1;-1;1
6P3HXI,"6-phospho-3-hexuloisomerase",Methane metabolism,-1000,1000,ab6p3hxl_c;f6p_c,-1;1
AACGLYDH,"aldehyde dehydrogenase (aminoacetaldehyde, nad[c])",Pyruvate metabolism,-1000,1000,aacald_c;gly_c;h2o_c;h_c;nad_c;nadh_c,-1;1;-1;2;-1;1
AACOAT,"Acetoacetyl Coenzyme A:Acetate Coa-Transferase",Propanoate metabolism,0,1000,aacoa_c;acac_c;amp_c;atp_c;coa_c;ppi_c,1;-1;1;-1;-1;1
ABTOXy,"L-arabinitol:NADP oxidoreductase",Pentose and glucuronate interconversions,-1000,1000,abt_c;arab_L_c;h_c;nadp_c;nadph_c,-1;1;1;-1;1
ABUTD,"Aminobutyraldehyde Dehydrogenase",Beta-alanine metabolism,0,1000,4abut_c;4abutn_c;h2o_c;h_c;nad_c;nadh_c,1;-1;-1;2;-1;1
ABUTR,"4-Aminobutyraldehyde:nad[c]+ oxidoreductase",Beta-alanine metabolism,-1000,1000,4abut_c;4abutn_c;h2o_c;h_c;nadp_c;nadph_c,1;-1;-1;2;-1;1
ACALD,"acetaldehyde dehydrogenase (acetylating)",Pyruvate metabolism,-1000,1000,acald_c;accoa_c;coa_c;h_c;nad_c;nadh_c,-1;1;-1;1;-1;1
ACALDt,"Acetaldehyde Reversible Transport","Transport, extracellular",-1000,1000,acald_c;acald_e,1;-1
ACBIPGT,"Adenosyl cobinamide phosphate guanyltransferase",Vitamin B12 metabolism,0,1000,adocbip_c;agdpcbi_c;gtp_c;h_c;ppi_c,-1;1;-1;-1;1
ACCOACL,"Acetyl-CoA:carbon-dioxide ligase (ADP-forming)",Pyruvate metabolism,0,1000,accoa_c;apoC_Lys_btn_c;btn_co2_c;malcoa_c,-1;1;-1;1
ACGAMT,"UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase",Cell wall biosynthesis,0,1000,uacgam_c;udcpp_c;ump_c;unaga_c,-1;-1;1;1
ACHBPL,"(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating)","Valine, leucine, and isoleucine metabolism",-1000,1000,2ahbut_c;2obut_c;hethmpp_c;thmpp_c,1;-1;-1;1
ACKr,"acetate kinase",Pyruvate metabolism,-1000,1000,ac_c;actp_c;adp_c;atp_c,-1;1;1;-1
ACLS_a,"pyruvatethiamin diphosphate acetaldehydetransferase","Valine, leucine, and isoleucine metabolism",0,1000,co2_c;h_c;hethmpp_c;pyr_c;thmpp_c,1;-1;1;-1;-1
ACLS_b,"2-Acetolactate pyruvate-lyase (carboxylating)","Valine, leucine, and isoleucine metabolism",-1000,1000,alac_S_c;hethmpp_c;pyr_c;thmpp_c,-1;1;1;-1
ACNAMS,"N-acetylneuraminate synthase",Aminosugar metabolism,0,1000,acmana_c;acnam_c;h2o_c;pep_c;pi_c,-1;1;-1;-1;1
ACOAAGPAT140,"myristoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1tdecg3p_c;coa_c;pa140_c;tdcoa_c,-1;1;1;-1
ACOAAGPAT160,"palmitoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1hdecg3p_c;coa_c;pa160_c;pmtcoa_c,-1;1;1;-1
ACOAAGPAT180,"stearoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1odecg3p_c;coa_c;pa180_c;stcoa_c,-1;1;1;-1
ACOAAGPATAI15,"anteisopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1aipdecg3p_c;aipdcoa_c;coa_c;h_c;paai15_c,-1;-1;1;1;1
ACOAAGPATAI17,"anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1aihpdecg3p_c;aihpdcoa_c;coa_c;paai17_c,-1;-1;1;1
ACOAAGPATI14,"isotetradecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1itdecg3p_c;coa_c;h_c;itdcoa_c;pai14_c,-1;1;1;-1;1
ACOAAGPATI15,"isopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1ipdecg3p_c;coa_c;h_c;ipdcoa_c;pai15_c,-1;1;1;-1;1
ACOAAGPATI16,"isohexadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1ihdecg3p_c;coa_c;h_c;ihdcoa_c;pai16_c,-1;1;1;-1;1
ACOAAGPATI17,"isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase",Glycerophospholipid metabolism,0,1000,1ihpdecg3p_c;coa_c;ihpdcoa_c;pai17_c,-1;1;-1;1
ACOATA,"Acetyl Coenzyme A Acp Transacylase",Fatty acid oxidation,-1000,1000,ACP_c;acACP_c;accoa_c;coa_c,-1;1;-1;1
ACPS1,"acyl-carrier protein synthase",CoA synthesis,0,1000,ACP_c;apoACP_c;coa_c;h_c;pap_c,1;-1;-1;1;1
ACtr,"acetate transporter","Transport, extracellular",-1000,1000,ac_c;ac_e,1;-1
ADK1,"Adenylate Kinase",Nucleotide interconversion,-1000,1000,adp_c;amp_c;atp_c,2;-1;-1
ADK10,"adenylate kinase (dTTP)",Nucleotide interconversion,-1000,1000,adp_c;amp_c;dtdp_c;dttp_c,1;-1;1;-1
ADK11,"adenylate kinase (dUTP)",Nucleotide interconversion,-1000,1000,adp_c;amp_c;dudp_c;dutp_c,1;-1;1;-1
ADK2,"adenylate kinase (Inorganic triphosphate)",Nucleotide interconversion,-1000,1000,adp_c;amp_c;ppi_c;pppi_c,1;-1;1;-1
ADK3,"Adentylate Kinase (GTP)",Nucleotide interconversion,-1000,1000,adp_c;amp_c;gdp_c;gtp_c,1;-1;1;-1
ADK5,"adenylate kinase (CTP)",Nucleotide interconversion,-1000,1000,adp_c;amp_c;cdp_c;ctp_c,1;-1;1;-1
ADK7,"adenylate kinase (dATP)",Nucleotide interconversion,-1000,1000,adp_c;amp_c;dadp_c;datp_c,1;-1;1;-1
ADK8,"adenylate kinase (dCTP)",Nucleotide interconversion,-1000,1000,adp_c;amp_c;dcdp_c;dctp_c,1;-1;1;-1
ADK9,"adenylate kinase (dGTP)",Nucleotide interconversion,-1000,1000,adp_c;amp_c;dgdp_c;dgtp_c,1;-1;1;-1
ADNCYC,"Adenylate Cyclase",Nucleotide interconversion,0,1000,atp_c;camp_c;ppi_c,-1;1;1
ADNUC,"adenosine hydrolase",Purine catabolism,0,1000,ade_c;adn_c;h2o_c;rib_D_c,1;-1;-1;1
ADOCBIK2,"Adenosyl cobinamide kinase (GTP)",Vitamin B12 metabolism,0,1000,adocbi_c;adocbip_c;gdp_c;gtp_c;h_c,-1;1;1;-1;1
ADOCBLS,"Adenosylcobalamin 5-phosphate synthase",Vitamin B12 metabolism,0,1000,adocbl_c;agdpcbi_c;gmp_c;h_c;rdmbzi_c,1;-1;1;1;-1
ADPT,"Adenine Phosphoribosyltransferase",Nucleotide salvage pathway,0,1000,ade_c;amp_c;ppi_c;prpp_c,-1;1;1;-1
ADSL1r,"adenylsuccinate lyase",Purine synthesis,-1000,1000,amp_c;dcamp_c;fum_c,1;-1;1
ADSL2r,"adenylosuccinate lyase",Purine synthesis,-1000,1000,25aics_c;aicar_c;fum_c,-1;1;1
ADSS,"Adenylosuccinate Synthase",Nucleotide interconversion,0,1000,asp_L_c;dcamp_c;gdp_c;gtp_c;h_c;imp_c;pi_c,-1;1;1;-1;2;-1;1
AGDC,"N-Acetylglucosamine-6-Phosphate Deacetylase",Aminosugar metabolism,0,1000,ac_c;acgam6p_c;gam6p_c;h2o_c,1;-1;1;-1
AGMD,"Agmantine deiminase",Arginine and proline metabolism,0,1000,agm_c;h2o_c;ncptrc_c;nh4_c,-1;-1;1;1
AGPAT120,"1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)",Glycerophospholipid metabolism,0,1000,1ddecg3p_c;ACP_c;ddcaACP_c;pa120_c,-1;1;-1;1
AGPAT140,"1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)",Glycerophospholipid metabolism,0,1000,1tdecg3p_c;ACP_c;myrsACP_c;pa140_c,-1;1;-1;1
AGPAT141,"1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)",Glycerophospholipid metabolism,0,1000,1tdec7eg3p_c;ACP_c;pa141_c;tdeACP_c,-1;1;1;-1
AGPAT160,"1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)",Glycerophospholipid metabolism,0,1000,1hdecg3p_c;ACP_c;pa160_c;palmACP_c,-1;1;1;-1
AGPAT161,"1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)",Glycerophospholipid metabolism,0,1000,1hdec9eg3p_c;ACP_c;hdeACP_c;pa161_c,-1;1;-1;1
AGPAT180,"1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)",Glycerophospholipid metabolism,0,1000,1odecg3p_c;ACP_c;ocdcaACP_c;pa180_c,-1;1;-1;1
AGPAT181,"1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)",Glycerophospholipid metabolism,0,1000,1odec11eg3p_c;ACP_c;octeACP_c;pa181_c,-1;1;-1;1
AHCYSNS_r,"S-adenosylhomocysteine nucleosidase reversible",Methionine and cysteine metabolism,-1000,1000,ade_c;ahcys_c;h2o_c;rhcys_c,1;-1;-1;1
AHEXASE3,"Hexosaminidase",Aminosugar metabolism,-1000,1000,acgam_c;chtbs_c;h2o_c,2;-1;-1
AHSERL3,"O-Acetyl-L-homoserine acetate-lyase",Methionine and cysteine metabolism,-1000,1000,ac_c;achms_c;h_c;hcys_L_c;so3_c;trdox_c;trdrd_c;tsul_c,1;-1;1;1;1;1;-1;-1
AICART,"Phosphoribosylaminoimidazolecarboxamide Formyltransferase",Purine synthesis,-1000,1000,10fthf_c;aicar_c;fprica_c;thf_c,-1;-1;1;1
AIHDUDPMG,"anteisoheptadecanoyl-UDP-glucosyltransferase (monoglucosyl)",Glycerophospholipid metabolism,-1000,1000,12daihdglyc_c;h_c;m12dahglyc_c;udp_c;udpg_c,-1;1;1;1;-1
AIHDUPDG,"anteisoheptadecanoyl-UDP-glucosyltransferase (diglucosyl)",Glycerophospholipid metabolism,-1000,1000,diglcpgai17_c;h_c;m12dahglyc_c;udp_c;udpg_c,1;1;-1;1;-1
AIHPDCOATA,"14-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase",Glycerophospholipid metabolism,-1000,1000,14mpalmACP_c;ACP_c;aihpdcoa_c;coa_c,-1;1;1;-1
AIPDCOATA,"12-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase",Glycerophospholipid metabolism,-1000,1000,12mmyrsACP_c;ACP_c;aipdcoa_c;coa_c,-1;1;1;-1
AKP1,"alkaline phosphatase (Dihydroneopterin)",Folate metabolism,0,1000,ahdt_c;dhnpt_c;h2o_c;h_c;pi_c,-1;1;-3;2;3
ALAALA,"D-alanine--D-alanine ligase (EC 6.3.2.4)",Alanine and aspartate metabolism,0,1000,adp_c;ala_D_c;alaala_c;atp_c;h_c;pi_c,1;-2;1;-1;1;1
